organic,organic_molarity,solvent,solvent_molarity,inorganic_molarity,acid_molarity,alpha_vial_volume,beta_vial_volume,reaction_time,reaction_temperature,crystal_score,objective,default_features,procedure
NN-Dimethylethane-12-diammonium iodide,0.9359212009437412,Dimethylformamide,8.577209568421834,0.4829620507492828,4.028676949815337,0.00025,0.00085,16.0,85.0,small_crystallites,3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.9359212009437412, 8.577209568421834, 0.4829620507492828, 4.028676949815337, 0.00025, 0.00085, 57600.0, 85.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: NN-Dimethylethane-12-diammonium iodide
    - Molarity of organic compound: 0.9359212009437412 M
    - Solvent type: Dimethylformamide
    - Solvent molarity: 8.577209568421834 M
    - Inorganic molarity: 0.4829620507492828 M
    - Acid molarity: 4.028676949815337 M
    - Volume in alpha vial: 0.00025 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 16.0 hours
    - Reaction temperature: 85.0 °C
    "
NN-Dimethylethane-12-diammonium iodide,0.5500278276477988,Dimethylformamide,10.165846885720196,0.4544569454695616,2.4384097327829672,0.00025,0.00085,16.0,85.0,small_crystallites,3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.5500278276477988, 10.165846885720196, 0.4544569454695616, 2.4384097327829672, 0.00025, 0.00085, 57600.0, 85.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: NN-Dimethylethane-12-diammonium iodide
    - Molarity of organic compound: 0.5500278276477988 M
    - Solvent type: Dimethylformamide
    - Solvent molarity: 10.165846885720196 M
    - Inorganic molarity: 0.4544569454695616 M
    - Acid molarity: 2.4384097327829672 M
    - Volume in alpha vial: 0.00025 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 16.0 hours
    - Reaction temperature: 85.0 °C
    "
NN-Dimethylethane-12-diammonium iodide,1.0287934526051548,Dimethylformamide,5.8226229243592496,0.3580580721072272,9.54160330219422,0.00025,0.00085,16.0,85.0,large_crystallites,4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0287934526051548, 5.8226229243592496, 0.3580580721072272, 9.54160330219422, 0.00025, 0.00085, 57600.0, 85.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: NN-Dimethylethane-12-diammonium iodide
    - Molarity of organic compound: 1.0287934526051548 M
    - Solvent type: Dimethylformamide
    - Solvent molarity: 5.8226229243592496 M
    - Inorganic molarity: 0.3580580721072272 M
    - Acid molarity: 9.54160330219422 M
    - Volume in alpha vial: 0.00025 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 16.0 hours
    - Reaction temperature: 85.0 °C
    "
NN-Dimethylethane-12-diammonium iodide,0.5611131780064068,Dimethylformamide,7.257597404619982,0.4107683263574355,8.447634619029856,0.000251,0.00085,16.0,85.0,fine_powder,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.5611131780064068, 7.257597404619982, 0.4107683263574355, 8.447634619029856, 0.000251, 0.00085, 57600.0, 85.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: NN-Dimethylethane-12-diammonium iodide
    - Molarity of organic compound: 0.5611131780064068 M
    - Solvent type: Dimethylformamide
    - Solvent molarity: 7.257597404619982 M
    - Inorganic molarity: 0.4107683263574355 M
    - Acid molarity: 8.447634619029856 M
    - Volume in alpha vial: 0.000251 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 16.0 hours
    - Reaction temperature: 85.0 °C
    "
NN-Dimethylethane-12-diammonium iodide,0.9117022841032292,Dimethylformamide,11.02805295359375,0.029144261683146,0.0,0.00025,0.00085,16.0,85.0,small_crystallites,3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.9117022841032292, 11.02805295359375, 0.029144261683146, 0.0, 0.00025, 0.00085, 57600.0, 85.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: NN-Dimethylethane-12-diammonium iodide
    - Molarity of organic compound: 0.9117022841032292 M
    - Solvent type: Dimethylformamide
    - Solvent molarity: 11.02805295359375 M
    - Inorganic molarity: 0.029144261683146 M
    - Acid molarity: 0.0 M
    - Volume in alpha vial: 0.00025 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 16.0 hours
    - Reaction temperature: 85.0 °C
    "
NN-Dimethylethane-12-diammonium iodide,0.8702160568512627,Dimethylformamide,6.425112178891078,0.6399444318381298,8.409043517105571,0.000249,0.00085,16.0,85.0,small_crystallites,3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.8702160568512627, 6.425112178891078, 0.6399444318381298, 8.409043517105571, 0.000249, 0.00085, 57600.0, 85.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: NN-Dimethylethane-12-diammonium iodide
    - Molarity of organic compound: 0.8702160568512627 M
    - Solvent type: Dimethylformamide
    - Solvent molarity: 6.425112178891078 M
    - Inorganic molarity: 0.6399444318381298 M
    - Acid molarity: 8.409043517105571 M
    - Volume in alpha vial: 0.000249 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 16.0 hours
    - Reaction temperature: 85.0 °C
    "
NN-Dimethylethane-12-diammonium iodide,0.7494901340231208,Dimethylformamide,6.04143771033233,0.0791058531399688,10.813817075820117,0.00025,0.00085,16.0,85.0,small_crystallites,3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.7494901340231208, 6.04143771033233, 0.0791058531399688, 10.813817075820117, 0.00025, 0.00085, 57600.0, 85.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: NN-Dimethylethane-12-diammonium iodide
    - Molarity of organic compound: 0.7494901340231208 M
    - Solvent type: Dimethylformamide
    - Solvent molarity: 6.04143771033233 M
    - Inorganic molarity: 0.0791058531399688 M
    - Acid molarity: 10.813817075820117 M
    - Volume in alpha vial: 0.00025 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 16.0 hours
    - Reaction temperature: 85.0 °C
    "
NN-Dimethylethane-12-diammonium iodide,0.919197698335792,Dimethylformamide,10.056140735862355,0.2736939771041064,1.4783360583302243,0.000251,0.00085,16.0,85.0,small_crystallites,3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.919197698335792, 10.056140735862355, 0.2736939771041064, 1.4783360583302243, 0.000251, 0.00085, 57600.0, 85.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: NN-Dimethylethane-12-diammonium iodide
    - Molarity of organic compound: 0.919197698335792 M
    - Solvent type: Dimethylformamide
    - Solvent molarity: 10.056140735862355 M
    - Inorganic molarity: 0.2736939771041064 M
    - Acid molarity: 1.4783360583302243 M
    - Volume in alpha vial: 0.000251 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 16.0 hours
    - Reaction temperature: 85.0 °C
    "
NN-Dimethylethane-12-diammonium iodide,0.3499808686006392,Dimethylformamide,6.224398790974693,0.304462601429936,11.661959591570714,0.00025,0.00085,16.0,85.0,small_crystallites,3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.3499808686006392, 6.224398790974693, 0.304462601429936, 11.661959591570714, 0.00025, 0.00085, 57600.0, 85.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: NN-Dimethylethane-12-diammonium iodide
    - Molarity of organic compound: 0.3499808686006392 M
    - Solvent type: Dimethylformamide
    - Solvent molarity: 6.224398790974693 M
    - Inorganic molarity: 0.304462601429936 M
    - Acid molarity: 11.661959591570714 M
    - Volume in alpha vial: 0.00025 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 16.0 hours
    - Reaction temperature: 85.0 °C
    "
NN-Dimethylethane-12-diammonium iodide,0.448875059579838,Dimethylformamide,11.541727782321557,0.0457981255020868,0.8481425157505972,0.00025,0.00085,16.0,85.0,small_crystallites,3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.448875059579838, 11.541727782321557, 0.0457981255020868, 0.8481425157505972, 0.00025, 0.00085, 57600.0, 85.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: NN-Dimethylethane-12-diammonium iodide
    - Molarity of organic compound: 0.448875059579838 M
    - Solvent type: Dimethylformamide
    - Solvent molarity: 11.541727782321557 M
    - Inorganic molarity: 0.0457981255020868 M
    - Acid molarity: 0.8481425157505972 M
    - Volume in alpha vial: 0.00025 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 16.0 hours
    - Reaction temperature: 85.0 °C
    "
NN-Dimethylethane-12-diammonium iodide,0.4330483878475844,Dimethylformamide,6.82842883832398,0.1457213084157316,10.389745817944815,0.00025,0.00085,16.0,85.0,small_crystallites,3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.4330483878475844, 6.82842883832398, 0.1457213084157316, 10.389745817944815, 0.00025, 0.00085, 57600.0, 85.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: NN-Dimethylethane-12-diammonium iodide
    - Molarity of organic compound: 0.4330483878475844 M
    - Solvent type: Dimethylformamide
    - Solvent molarity: 6.82842883832398 M
    - Inorganic molarity: 0.1457213084157316 M
    - Acid molarity: 10.389745817944815 M
    - Volume in alpha vial: 0.00025 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 16.0 hours
    - Reaction temperature: 85.0 °C
    "
NN-Dimethylethane-12-diammonium iodide,0.970492801583434,Dimethylformamide,8.1329085517048,0.4520097500658729,4.857389905942167,0.000251,0.00085,16.0,85.0,small_crystallites,3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.970492801583434, 8.1329085517048, 0.4520097500658729, 4.857389905942167, 0.000251, 0.00085, 57600.0, 85.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: NN-Dimethylethane-12-diammonium iodide
    - Molarity of organic compound: 0.970492801583434 M
    - Solvent type: Dimethylformamide
    - Solvent molarity: 8.1329085517048 M
    - Inorganic molarity: 0.4520097500658729 M
    - Acid molarity: 4.857389905942167 M
    - Volume in alpha vial: 0.000251 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 16.0 hours
    - Reaction temperature: 85.0 °C
    "
NN-Dimethylethane-12-diammonium iodide,1.5555447095368,Dimethylformamide,8.151971047687338,0.5787217677081924,2.1203562893764936,0.00025,0.00085,16.0,85.0,small_crystallites,3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.5555447095368, 8.151971047687338, 0.5787217677081924, 2.1203562893764936, 0.00025, 0.00085, 57600.0, 85.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: NN-Dimethylethane-12-diammonium iodide
    - Molarity of organic compound: 1.5555447095368 M
    - Solvent type: Dimethylformamide
    - Solvent molarity: 8.151971047687338 M
    - Inorganic molarity: 0.5787217677081924 M
    - Acid molarity: 2.1203562893764936 M
    - Volume in alpha vial: 0.00025 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 16.0 hours
    - Reaction temperature: 85.0 °C
    "
NN-Dimethylethane-12-diammonium iodide,1.002192769585042,Dimethylformamide,7.812042017830164,0.3218743760186851,5.641510207678421,0.000249,0.00085,16.0,85.0,small_crystallites,3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.002192769585042, 7.812042017830164, 0.3218743760186851, 5.641510207678421, 0.000249, 0.00085, 57600.0, 85.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: NN-Dimethylethane-12-diammonium iodide
    - Molarity of organic compound: 1.002192769585042 M
    - Solvent type: Dimethylformamide
    - Solvent molarity: 7.812042017830164 M
    - Inorganic molarity: 0.3218743760186851 M
    - Acid molarity: 5.641510207678421 M
    - Volume in alpha vial: 0.000249 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 16.0 hours
    - Reaction temperature: 85.0 °C
    "
NN-Dimethylethane-12-diammonium iodide,0.2306984727264514,Dimethylformamide,11.889195010160352,0.0414687844097131,1.055954327378732,0.000251,0.00085,16.0,85.0,small_crystallites,3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.2306984727264514, 11.889195010160352, 0.0414687844097131, 1.055954327378732, 0.000251, 0.00085, 57600.0, 85.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: NN-Dimethylethane-12-diammonium iodide
    - Molarity of organic compound: 0.2306984727264514 M
    - Solvent type: Dimethylformamide
    - Solvent molarity: 11.889195010160352 M
    - Inorganic molarity: 0.0414687844097131 M
    - Acid molarity: 1.055954327378732 M
    - Volume in alpha vial: 0.000251 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 16.0 hours
    - Reaction temperature: 85.0 °C
    "
4-Trifluoromethyl-Benzylammonium iodide,0.5043971585462993,Gamma-Butyrolactone,10.433720767944443,0.166584929599334,2.827141719168658,0.00015,0.00085,6.0,70.0,clear_solution,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.5043971585462993, 10.433720767944443, 0.166584929599334, 2.827141719168658, 0.00015, 0.00085, 21600.0, 70.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: 4-Trifluoromethyl-Benzylammonium iodide
    - Molarity of organic compound: 0.5043971585462993 M
    - Solvent type: Gamma-Butyrolactone
    - Solvent molarity: 10.433720767944443 M
    - Inorganic molarity: 0.166584929599334 M
    - Acid molarity: 2.827141719168658 M
    - Volume in alpha vial: 0.00015 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 6.0 hours
    - Reaction temperature: 70.0 °C
    "
4-Trifluoromethyl-Benzylammonium iodide,0.3229499384982153,Gamma-Butyrolactone,8.751237429752738,0.2248896549591013,6.891157940473606,0.00015,0.00085,6.0,70.0,clear_solution,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.3229499384982153, 8.751237429752738, 0.2248896549591013, 6.891157940473606, 0.00015, 0.00085, 21600.0, 70.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: 4-Trifluoromethyl-Benzylammonium iodide
    - Molarity of organic compound: 0.3229499384982153 M
    - Solvent type: Gamma-Butyrolactone
    - Solvent molarity: 8.751237429752738 M
    - Inorganic molarity: 0.2248896549591013 M
    - Acid molarity: 6.891157940473606 M
    - Volume in alpha vial: 0.00015 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 6.0 hours
    - Reaction temperature: 70.0 °C
    "
4-Trifluoromethyl-Benzylammonium iodide,0.6171185294116175,Gamma-Butyrolactone,9.843757519156082,0.0916217112796333,3.7106235064088633,0.00015,0.00085,6.0,70.0,clear_solution,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.6171185294116175, 9.843757519156082, 0.0916217112796333, 3.7106235064088633, 0.00015, 0.00085, 21600.0, 70.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: 4-Trifluoromethyl-Benzylammonium iodide
    - Molarity of organic compound: 0.6171185294116175 M
    - Solvent type: Gamma-Butyrolactone
    - Solvent molarity: 9.843757519156082 M
    - Inorganic molarity: 0.0916217112796333 M
    - Acid molarity: 3.7106235064088633 M
    - Volume in alpha vial: 0.00015 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 6.0 hours
    - Reaction temperature: 70.0 °C
    "
4-Trifluoromethyl-Benzylammonium iodide,0.3028445899283373,Gamma-Butyrolactone,6.358034210772022,0.141597190159434,12.0153523064668,0.00015,0.00085,6.0,70.0,fine_powder,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.3028445899283373, 6.358034210772022, 0.141597190159434, 12.0153523064668, 0.00015, 0.00085, 21600.0, 70.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: 4-Trifluoromethyl-Benzylammonium iodide
    - Molarity of organic compound: 0.3028445899283373 M
    - Solvent type: Gamma-Butyrolactone
    - Solvent molarity: 6.358034210772022 M
    - Inorganic molarity: 0.141597190159434 M
    - Acid molarity: 12.0153523064668 M
    - Volume in alpha vial: 0.00015 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 6.0 hours
    - Reaction temperature: 70.0 °C
    "
4-Trifluoromethyl-Benzylammonium iodide,0.3257781649647779,Gamma-Butyrolactone,4.729057274888682,0.3414991056786353,14.842494025635451,0.00015,0.00085,6.0,70.0,fine_powder,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.3257781649647779, 4.729057274888682, 0.3414991056786353, 14.842494025635451, 0.00015, 0.00085, 21600.0, 70.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: 4-Trifluoromethyl-Benzylammonium iodide
    - Molarity of organic compound: 0.3257781649647779 M
    - Solvent type: Gamma-Butyrolactone
    - Solvent molarity: 4.729057274888682 M
    - Inorganic molarity: 0.3414991056786353 M
    - Acid molarity: 14.842494025635451 M
    - Volume in alpha vial: 0.00015 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 6.0 hours
    - Reaction temperature: 70.0 °C
    "
4-Trifluoromethyl-Benzylammonium iodide,0.6527791235475919,Gamma-Butyrolactone,7.851447216310545,0.8162661550367379,6.18437251068144,0.00015,0.00085,6.0,70.0,fine_powder,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.6527791235475919, 7.851447216310545, 0.8162661550367379, 6.18437251068144, 0.00015, 0.00085, 21600.0, 70.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: 4-Trifluoromethyl-Benzylammonium iodide
    - Molarity of organic compound: 0.6527791235475919 M
    - Solvent type: Gamma-Butyrolactone
    - Solvent molarity: 7.851447216310545 M
    - Inorganic molarity: 0.8162661550367379 M
    - Acid molarity: 6.18437251068144 M
    - Volume in alpha vial: 0.00015 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 6.0 hours
    - Reaction temperature: 70.0 °C
    "
4-Trifluoromethyl-Benzylammonium iodide,0.1824786940508726,Gamma-Butyrolactone,10.150738613172996,0.1499264366394006,4.77080165109711,0.00015,0.00085,6.0,70.0,clear_solution,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.1824786940508726, 10.150738613172996, 0.1499264366394006, 4.77080165109711, 0.00015, 0.00085, 21600.0, 70.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: 4-Trifluoromethyl-Benzylammonium iodide
    - Molarity of organic compound: 0.1824786940508726 M
    - Solvent type: Gamma-Butyrolactone
    - Solvent molarity: 10.150738613172996 M
    - Inorganic molarity: 0.1499264366394006 M
    - Acid molarity: 4.77080165109711 M
    - Volume in alpha vial: 0.00015 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 6.0 hours
    - Reaction temperature: 70.0 °C
    "
4-Trifluoromethyl-Benzylammonium iodide,0.9170933124373314,Gamma-Butyrolactone,9.942617186241492,0.6959672394334603,1.0672934342499127,0.000149,0.00085,6.0,70.0,clear_solution,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.9170933124373314, 9.942617186241492, 0.6959672394334603, 1.0672934342499127, 0.000149, 0.00085, 21600.0, 70.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: 4-Trifluoromethyl-Benzylammonium iodide
    - Molarity of organic compound: 0.9170933124373314 M
    - Solvent type: Gamma-Butyrolactone
    - Solvent molarity: 9.942617186241492 M
    - Inorganic molarity: 0.6959672394334603 M
    - Acid molarity: 1.0672934342499127 M
    - Volume in alpha vial: 0.000149 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 6.0 hours
    - Reaction temperature: 70.0 °C
    "
4-Trifluoromethyl-Benzylammonium iodide,0.8904164932941561,Gamma-Butyrolactone,8.599608436644095,0.1749141760793006,4.9474980085451525,0.00015,0.00085,6.0,70.0,large_crystallites,4,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.8904164932941561, 8.599608436644095, 0.1749141760793006, 4.9474980085451525, 0.00015, 0.00085, 21600.0, 70.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: 4-Trifluoromethyl-Benzylammonium iodide
    - Molarity of organic compound: 0.8904164932941561 M
    - Solvent type: Gamma-Butyrolactone
    - Solvent molarity: 8.599608436644095 M
    - Inorganic molarity: 0.1749141760793006 M
    - Acid molarity: 4.9474980085451525 M
    - Volume in alpha vial: 0.00015 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 6.0 hours
    - Reaction temperature: 70.0 °C
    "
4-Trifluoromethyl-Benzylammonium iodide,0.7777093313293855,Gamma-Butyrolactone,6.296070360226981,0.0496445154435099,10.356044790828904,0.0001509999999999,0.00085,6.0,70.0,clear_solution,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.7777093313293855, 6.296070360226981, 0.0496445154435099, 10.356044790828904, 0.0001509999999999, 0.00085, 21600.0, 70.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: 4-Trifluoromethyl-Benzylammonium iodide
    - Molarity of organic compound: 0.7777093313293855 M
    - Solvent type: Gamma-Butyrolactone
    - Solvent molarity: 6.296070360226981 M
    - Inorganic molarity: 0.0496445154435099 M
    - Acid molarity: 10.356044790828904 M
    - Volume in alpha vial: 0.0001509999999999 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 6.0 hours
    - Reaction temperature: 70.0 °C
    "
4-Trifluoromethyl-Benzylammonium iodide,0.2638566864066166,Gamma-Butyrolactone,6.643242856968739,0.1082802042395673,11.661959591570714,0.00015,0.00085,6.0,70.0,fine_powder,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.2638566864066166, 6.643242856968739, 0.1082802042395673, 11.661959591570714, 0.00015, 0.00085, 21600.0, 70.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: 4-Trifluoromethyl-Benzylammonium iodide
    - Molarity of organic compound: 0.2638566864066166 M
    - Solvent type: Gamma-Butyrolactone
    - Solvent molarity: 6.643242856968739 M
    - Inorganic molarity: 0.1082802042395673 M
    - Acid molarity: 11.661959591570714 M
    - Volume in alpha vial: 0.00015 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 6.0 hours
    - Reaction temperature: 70.0 °C
    "
4-Trifluoromethyl-Benzylammonium iodide,0.2619192385344736,Gamma-Butyrolactone,5.751722149518602,0.1820298899595371,13.33998990005079,0.0001509999999999,0.00085,6.0,70.0,fine_powder,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.2619192385344736, 5.751722149518602, 0.1820298899595371, 13.33998990005079, 0.0001509999999999, 0.00085, 21600.0, 70.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: 4-Trifluoromethyl-Benzylammonium iodide
    - Molarity of organic compound: 0.2619192385344736 M
    - Solvent type: Gamma-Butyrolactone
    - Solvent molarity: 5.751722149518602 M
    - Inorganic molarity: 0.1820298899595371 M
    - Acid molarity: 13.33998990005079 M
    - Volume in alpha vial: 0.0001509999999999 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 6.0 hours
    - Reaction temperature: 70.0 °C
    "
4-Trifluoromethyl-Benzylammonium iodide,1.181682452441186,Gamma-Butyrolactone,8.629234526764241,0.5953454698768155,2.846115824666435,0.000149,0.00085,6.0,70.0,large_crystallites,4,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.181682452441186, 8.629234526764241, 0.5953454698768155, 2.846115824666435, 0.000149, 0.00085, 21600.0, 70.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: 4-Trifluoromethyl-Benzylammonium iodide
    - Molarity of organic compound: 1.181682452441186 M
    - Solvent type: Gamma-Butyrolactone
    - Solvent molarity: 8.629234526764241 M
    - Inorganic molarity: 0.5953454698768155 M
    - Acid molarity: 2.846115824666435 M
    - Volume in alpha vial: 0.000149 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 6.0 hours
    - Reaction temperature: 70.0 °C
    "
