Reactant_1_Name,Reactant_2_Name,Ligand_Short_Hand,Reagent_1_Short_Hand,Solvent_1_Short_Hand,Product_Yield_PCT_Area_UV
6-Bromoquinoline,Boronic Acid,P(tBu)3,LiOtBu,MeOH,82.4407782264567
6-Bromoquinoline,Boronic Acid,P(Ph)3,LiOtBu,MeOH,92.897086028179
6-Bromoquinoline,Boronic Acid,AmPhos,LiOtBu,MeOH,69.6042882926731
6-Bromoquinoline,Boronic Acid,P(Cy)3,LiOtBu,MeOH,89.3372501650704
6-Bromoquinoline,Boronic Acid,P(o-Tol)3,LiOtBu,MeOH,88.0919300917306
6-Bromoquinoline,Boronic Acid,CataCXium A,LiOtBu,MeOH,85.5838032171892
6-Bromoquinoline,Boronic Acid,SPhos,LiOtBu,MeOH,92.2723911352374
6-Bromoquinoline,Boronic Acid,dtbpf,LiOtBu,MeOH,48.6042918754773
6-Bromoquinoline,Boronic Acid,XPhos,LiOtBu,MeOH,90.6165000399185
6-Bromoquinoline,Boronic Acid,dppf,LiOtBu,MeOH,21.4079797275444
6-Bromoquinoline,Boronic Acid,Xantphos,LiOtBu,MeOH,1.22184090817358
6-Bromoquinoline,Boronic Acid,None,LiOtBu,MeOH,71.3433377825613
6-Bromoquinoline,Boronic Acid,P(tBu)3,Et3N,MeOH,74.1544370200562
6-Bromoquinoline,Boronic Acid,P(Ph)3,Et3N,MeOH,82.9883888481488
6-Bromoquinoline,Boronic Acid,AmPhos,Et3N,MeOH,73.005947963626
6-Bromoquinoline,Boronic Acid,P(Cy)3,Et3N,MeOH,75.9927239896771
6-Bromoquinoline,Boronic Acid,P(o-Tol)3,Et3N,MeOH,85.2766918015115
6-Bromoquinoline,Boronic Acid,CataCXium A,Et3N,MeOH,82.8384743612249
6-Bromoquinoline,Boronic Acid,SPhos,Et3N,MeOH,58.7873369140485
6-Bromoquinoline,Boronic Acid,dtbpf,Et3N,MeOH,37.1233539502411
6-Bromoquinoline,Boronic Acid,XPhos,Et3N,MeOH,52.3663941685067
6-Bromoquinoline,Boronic Acid,dppf,Et3N,MeOH,21.1139704927221
6-Bromoquinoline,Boronic Acid,Xantphos,Et3N,MeOH,0.502307775377253
6-Bromoquinoline,Boronic Acid,None,Et3N,MeOH,29.2574785463871
6-Bromoquinoline,Boronic Acid,P(tBu)3,None,MeOH,53.804358256689
6-Bromoquinoline,Boronic Acid,P(Ph)3,None,MeOH,62.7803795146716
6-Bromoquinoline,Boronic Acid,AmPhos,None,MeOH,61.5727585372283
6-Bromoquinoline,Boronic Acid,P(Cy)3,None,MeOH,52.5439565272585
6-Bromoquinoline,Boronic Acid,P(o-Tol)3,None,MeOH,63.7819400768771
6-Bromoquinoline,Boronic Acid,CataCXium A,None,MeOH,62.3651842739079
6-Bromoquinoline,Boronic Acid,SPhos,None,MeOH,36.2016322981768
6-Bromoquinoline,Boronic Acid,dtbpf,None,MeOH,26.2645291258123
6-Bromoquinoline,Boronic Acid,XPhos,None,MeOH,26.6943881989596
6-Bromoquinoline,Boronic Acid,dppf,None,MeOH,15.942398141039
6-Bromoquinoline,Boronic Acid,Xantphos,None,MeOH,1.18343325595829
6-Bromoquinoline,Boronic Acid,None,None,MeOH,20.8242814001963
6-triflatequinoline,Boronic Acid,P(tBu)3,NaOH,MeCN,56.3815376680642
6-triflatequinoline,Boronic Acid,P(Ph)3,NaOH,MeCN,96.6033244317233
6-triflatequinoline,Boronic Acid,AmPhos,NaOH,MeCN,83.7851628591261
6-triflatequinoline,Boronic Acid,P(Cy)3,NaOH,MeCN,87.5698654957988
6-triflatequinoline,Boronic Acid,P(o-Tol)3,NaOH,MeCN,69.9934154181919
6-triflatequinoline,Boronic Acid,CataCXium A,NaOH,MeCN,91.4651756598927
6-triflatequinoline,Boronic Acid,SPhos,NaOH,MeCN,91.4671013624199
6-triflatequinoline,Boronic Acid,dtbpf,NaOH,MeCN,84.9527381024769
6-triflatequinoline,Boronic Acid,XPhos,NaOH,MeCN,92.6924265819583
6-triflatequinoline,Boronic Acid,dppf,NaOH,MeCN,52.3962683095524
6-triflatequinoline,Boronic Acid,Xantphos,NaOH,MeCN,22.7751187971528
6-triflatequinoline,Boronic Acid,None,NaOH,MeCN,63.9115409185702
6-triflatequinoline,Boronic Acid,P(tBu)3,NaHCO3,MeCN,66.8574734170733
6-triflatequinoline,Boronic Acid,P(Ph)3,NaHCO3,MeCN,98.5294270039544
6-triflatequinoline,Boronic Acid,AmPhos,NaHCO3,MeCN,94.2640845367367
6-triflatequinoline,Boronic Acid,P(Cy)3,NaHCO3,MeCN,93.0472592121996
6-triflatequinoline,Boronic Acid,P(o-Tol)3,NaHCO3,MeCN,78.4358729204544
6-triflatequinoline,Boronic Acid,CataCXium A,NaHCO3,MeCN,92.7683860927582
6-triflatequinoline,Boronic Acid,SPhos,NaHCO3,MeCN,78.306905317854
6-triflatequinoline,Boronic Acid,dtbpf,NaHCO3,MeCN,40.6774291372956
6-triflatequinoline,Boronic Acid,XPhos,NaHCO3,MeCN,78.0771599783398
6-triflatequinoline,Boronic Acid,dppf,NaHCO3,MeCN,79.6108269330847
6-triflatequinoline,Boronic Acid,Xantphos,NaHCO3,MeCN,0.69913436702769
6-triflatequinoline,Boronic Acid,None,NaHCO3,MeCN,53.1092423344983
6-triflatequinoline,Boronic Acid,P(tBu)3,CsF,MeCN,66.1273142303805
6-triflatequinoline,Boronic Acid,P(Ph)3,CsF,MeCN,96.4859324691571
6-triflatequinoline,Boronic Acid,AmPhos,CsF,MeCN,93.6890469217555
6-triflatequinoline,Boronic Acid,P(Cy)3,CsF,MeCN,76.4555138905104
6-triflatequinoline,Boronic Acid,P(o-Tol)3,CsF,MeCN,61.3870175474844
6-triflatequinoline,Boronic Acid,CataCXium A,CsF,MeCN,88.3121472963714
6-triflatequinoline,Boronic Acid,SPhos,CsF,MeCN,45.4580856020021
6-triflatequinoline,Boronic Acid,dtbpf,CsF,MeCN,34.9337289324742
6-triflatequinoline,Boronic Acid,XPhos,CsF,MeCN,66.4591789670594
6-triflatequinoline,Boronic Acid,dppf,CsF,MeCN,72.2655923297278
6-triflatequinoline,Boronic Acid,Xantphos,CsF,MeCN,2.96090179603678
6-triflatequinoline,Boronic Acid,None,CsF,MeCN,35.5723204921242
6-triflatequinoline,Boronic Acid,P(tBu)3,K3PO4,MeCN,70.2507677157494
6-triflatequinoline,Boronic Acid,P(Ph)3,K3PO4,MeCN,87.6806814105779
6-triflatequinoline,Boronic Acid,AmPhos,K3PO4,MeCN,87.9108904068517
6-triflatequinoline,Boronic Acid,P(Cy)3,K3PO4,MeCN,41.0773449584371
6-triflatequinoline,Boronic Acid,P(o-Tol)3,K3PO4,MeCN,44.2565920200468
6-triflatequinoline,Boronic Acid,CataCXium A,K3PO4,MeCN,82.4072207924869
6-triflatequinoline,Boronic Acid,SPhos,K3PO4,MeCN,44.1143164462206
6-triflatequinoline,Boronic Acid,dtbpf,K3PO4,MeCN,34.264771112272
6-triflatequinoline,Boronic Acid,XPhos,K3PO4,MeCN,47.0845518291229
6-triflatequinoline,Boronic Acid,dppf,K3PO4,MeCN,78.4189705942294
6-triflatequinoline,Boronic Acid,Xantphos,K3PO4,MeCN,4.32255279155978
6-triflatequinoline,Boronic Acid,None,K3PO4,MeCN,36.590434153333
6-triflatequinoline,Boronic Acid,P(tBu)3,KOH,MeCN,68.0572566589148
6-triflatequinoline,Boronic Acid,P(Ph)3,KOH,MeCN,96.489796574186
6-triflatequinoline,Boronic Acid,AmPhos,KOH,MeCN,90.2318088677183
6-triflatequinoline,Boronic Acid,P(Cy)3,KOH,MeCN,81.837322100041
6-triflatequinoline,Boronic Acid,P(o-Tol)3,KOH,MeCN,64.2896330104911
6-triflatequinoline,Boronic Acid,CataCXium A,KOH,MeCN,92.9608440086605
6-triflatequinoline,Boronic Acid,SPhos,KOH,MeCN,80.7287818434782
6-triflatequinoline,Boronic Acid,dtbpf,KOH,MeCN,62.3644080548464
6-triflatequinoline,Boronic Acid,XPhos,KOH,MeCN,84.6748239353971
6-triflatequinoline,Boronic Acid,dppf,KOH,MeCN,86.9195801897391
6-triflatequinoline,Boronic Acid,Xantphos,KOH,MeCN,10.9215691582193
6-triflatequinoline,Boronic Acid,None,KOH,MeCN,55.1875022371497
6-triflatequinoline,Boronic Acid,P(tBu)3,LiOtBu,MeCN,68.4307728084983
6-triflatequinoline,Boronic Acid,P(Ph)3,LiOtBu,MeCN,97.4247377479216
6-triflatequinoline,Boronic Acid,AmPhos,LiOtBu,MeCN,84.7396825858562
6-triflatequinoline,Boronic Acid,P(Cy)3,LiOtBu,MeCN,92.0925007637893
6-triflatequinoline,Boronic Acid,P(o-Tol)3,LiOtBu,MeCN,82.7709335345633
6-triflatequinoline,Boronic Acid,CataCXium A,LiOtBu,MeCN,91.1687837777769
6-triflatequinoline,Boronic Acid,SPhos,LiOtBu,MeCN,90.8939561818585
6-triflatequinoline,Boronic Acid,dtbpf,LiOtBu,MeCN,85.4105546398034
6-triflatequinoline,Boronic Acid,XPhos,LiOtBu,MeCN,91.0997314536534
6-triflatequinoline,Boronic Acid,dppf,LiOtBu,MeCN,27.3944628344096
6-triflatequinoline,Boronic Acid,Xantphos,LiOtBu,MeCN,16.0373806385924
6-triflatequinoline,Boronic Acid,None,LiOtBu,MeCN,36.7026825496247
6-triflatequinoline,Boronic Acid,P(tBu)3,Et3N,MeCN,67.5935998582195
6-triflatequinoline,Boronic Acid,P(Ph)3,Et3N,MeCN,97.4549141405387
6-triflatequinoline,Boronic Acid,AmPhos,Et3N,MeCN,85.0384910294823
6-triflatequinoline,Boronic Acid,P(Cy)3,Et3N,MeCN,92.6953164510429
6-triflatequinoline,Boronic Acid,P(o-Tol)3,Et3N,MeCN,70.4521026988636
6-triflatequinoline,Boronic Acid,CataCXium A,Et3N,MeCN,92.5187532871576
6-triflatequinoline,Boronic Acid,SPhos,Et3N,MeCN,91.3685791204355
6-triflatequinoline,Boronic Acid,dtbpf,Et3N,MeCN,41.668135399844
6-triflatequinoline,Boronic Acid,XPhos,Et3N,MeCN,80.5863442755513
6-triflatequinoline,Boronic Acid,dppf,Et3N,MeCN,81.210639342736
6-triflatequinoline,Boronic Acid,Xantphos,Et3N,MeCN,9.06215943388742
6-triflatequinoline,Boronic Acid,None,Et3N,MeCN,61.6132790973319
6-triflatequinoline,Boronic Acid,P(tBu)3,None,MeCN,74.7407477880316
6-triflatequinoline,Boronic Acid,P(Ph)3,None,MeCN,97.4616278783623
6-triflatequinoline,Boronic Acid,AmPhos,None,MeCN,90.6742989713622
6-triflatequinoline,Boronic Acid,P(Cy)3,None,MeCN,84.0502275333941
6-triflatequinoline,Boronic Acid,P(o-Tol)3,None,MeCN,58.4379303982543
6-triflatequinoline,Boronic Acid,CataCXium A,None,MeCN,88.704418844604
6-triflatequinoline,Boronic Acid,SPhos,None,MeCN,71.3468860497993
6-triflatequinoline,Boronic Acid,dtbpf,None,MeCN,35.9547249921109
6-triflatequinoline,Boronic Acid,XPhos,None,MeCN,66.7695535917472
6-triflatequinoline,Boronic Acid,dppf,None,MeCN,76.6500045927144
6-triflatequinoline,Boronic Acid,Xantphos,None,MeCN,7.36454758988074
6-triflatequinoline,Boronic Acid,None,None,MeCN,39.4718743525235
6-triflatequinoline,Boronic Acid,P(tBu)3,NaOH,THF,51.2197691003402
6-triflatequinoline,Boronic Acid,P(Ph)3,NaOH,THF,96.3242391228999
6-triflatequinoline,Boronic Acid,AmPhos,NaOH,THF,33.566714168107
6-triflatequinoline,Boronic Acid,P(Cy)3,NaOH,THF,89.3539201368415
6-triflatequinoline,Boronic Acid,P(o-Tol)3,NaOH,THF,60.6843891405642
6-triflatequinoline,Boronic Acid,CataCXium A,NaOH,THF,29.570330814129
6-triflatequinoline,Boronic Acid,SPhos,NaOH,THF,93.8583499330187
6-triflatequinoline,Boronic Acid,dtbpf,NaOH,THF,51.3820782848313
6-triflatequinoline,Boronic Acid,XPhos,NaOH,THF,95.8014618260403
6-triflatequinoline,Boronic Acid,dppf,NaOH,THF,27.4717090885366
6-triflatequinoline,Boronic Acid,Xantphos,NaOH,THF,47.2141258243317
6-triflatequinoline,Boronic Acid,None,NaOH,THF,64.1477031280232
6-triflatequinoline,Boronic Acid,P(tBu)3,NaHCO3,THF,54.8505815180369
6-triflatequinoline,Boronic Acid,P(Ph)3,NaHCO3,THF,87.2486387938509
6-triflatequinoline,Boronic Acid,AmPhos,NaHCO3,THF,25.7214813415071
6-triflatequinoline,Boronic Acid,P(Cy)3,NaHCO3,THF,92.6982495813368
6-triflatequinoline,Boronic Acid,P(o-Tol)3,NaHCO3,THF,43.7483084080667
6-triflatequinoline,Boronic Acid,CataCXium A,NaHCO3,THF,30.6044457630202
6-triflatequinoline,Boronic Acid,SPhos,NaHCO3,THF,86.6954853801412
6-triflatequinoline,Boronic Acid,dtbpf,NaHCO3,THF,44.1228855777834
6-triflatequinoline,Boronic Acid,XPhos,NaHCO3,THF,87.6529306878723
6-triflatequinoline,Boronic Acid,dppf,NaHCO3,THF,65.2477154725794
6-triflatequinoline,Boronic Acid,Xantphos,NaHCO3,THF,8.25821294321349
6-triflatequinoline,Boronic Acid,None,NaHCO3,THF,22.8739644621073
6-triflatequinoline,Boronic Acid,P(tBu)3,CsF,THF,22.3722230897266
6-triflatequinoline,Boronic Acid,P(Ph)3,CsF,THF,67.8762954701526
6-triflatequinoline,Boronic Acid,AmPhos,CsF,THF,15.150091463067
6-triflatequinoline,Boronic Acid,P(Cy)3,CsF,THF,83.8380654852272
6-triflatequinoline,Boronic Acid,P(o-Tol)3,CsF,THF,11.8312935386201
6-triflatequinoline,Boronic Acid,CataCXium A,CsF,THF,29.452670500198
6-triflatequinoline,Boronic Acid,SPhos,CsF,THF,52.9065760960835
6-triflatequinoline,Boronic Acid,dtbpf,CsF,THF,40.8470724018374
6-triflatequinoline,Boronic Acid,XPhos,CsF,THF,55.6587667829784
6-triflatequinoline,Boronic Acid,dppf,CsF,THF,52.3201995887355
6-triflatequinoline,Boronic Acid,Xantphos,CsF,THF,4.36798550716311
6-triflatequinoline,Boronic Acid,None,CsF,THF,14.4321771976119
6-triflatequinoline,Boronic Acid,P(tBu)3,K3PO4,THF,27.6307724280606
6-triflatequinoline,Boronic Acid,P(Ph)3,K3PO4,THF,65.6644245180106
6-triflatequinoline,Boronic Acid,AmPhos,K3PO4,THF,14.9881622405924
6-triflatequinoline,Boronic Acid,P(Cy)3,K3PO4,THF,73.0684767120241
6-triflatequinoline,Boronic Acid,P(o-Tol)3,K3PO4,THF,9.33043179541265
6-triflatequinoline,Boronic Acid,CataCXium A,K3PO4,THF,23.7805766149116
6-triflatequinoline,Boronic Acid,SPhos,K3PO4,THF,54.7774361939601
6-triflatequinoline,Boronic Acid,dtbpf,K3PO4,THF,42.6590673293004
6-triflatequinoline,Boronic Acid,XPhos,K3PO4,THF,47.9034110346946
6-triflatequinoline,Boronic Acid,dppf,K3PO4,THF,43.1539636009296
6-triflatequinoline,Boronic Acid,Xantphos,K3PO4,THF,5.76242081536026
6-triflatequinoline,Boronic Acid,None,K3PO4,THF,18.7550331840985
6-triflatequinoline,Boronic Acid,P(tBu)3,KOH,THF,33.2611153922379
6-triflatequinoline,Boronic Acid,P(Ph)3,KOH,THF,84.5103391623804
6-triflatequinoline,Boronic Acid,AmPhos,KOH,THF,11.464075044506
6-triflatequinoline,Boronic Acid,P(Cy)3,KOH,THF,65.6365072356089
6-triflatequinoline,Boronic Acid,P(o-Tol)3,KOH,THF,26.9869378125437
6-triflatequinoline,Boronic Acid,CataCXium A,KOH,THF,24.5422273410823
6-triflatequinoline,Boronic Acid,SPhos,KOH,THF,61.3484918120441
6-triflatequinoline,Boronic Acid,dtbpf,KOH,THF,47.0368624273923
6-triflatequinoline,Boronic Acid,XPhos,KOH,THF,80.8285029571526
6-triflatequinoline,Boronic Acid,dppf,KOH,THF,27.8327925718935
6-triflatequinoline,Boronic Acid,Xantphos,KOH,THF,17.7630172905313
6-triflatequinoline,Boronic Acid,None,KOH,THF,29.9519317390657
6-triflatequinoline,Boronic Acid,P(tBu)3,LiOtBu,THF,53.7756378178781
6-triflatequinoline,Boronic Acid,P(Ph)3,LiOtBu,THF,85.8779367670267
6-triflatequinoline,Boronic Acid,AmPhos,LiOtBu,THF,23.6308425238582
6-triflatequinoline,Boronic Acid,P(Cy)3,LiOtBu,THF,65.7421098292381
6-triflatequinoline,Boronic Acid,P(o-Tol)3,LiOtBu,THF,48.3261494617316
6-triflatequinoline,Boronic Acid,CataCXium A,LiOtBu,THF,26.7105163103183
6-triflatequinoline,Boronic Acid,SPhos,LiOtBu,THF,93.6678684812441
6-triflatequinoline,Boronic Acid,dtbpf,LiOtBu,THF,49.6304477267633
6-triflatequinoline,Boronic Acid,XPhos,LiOtBu,THF,95.4958948847799
6-triflatequinoline,Boronic Acid,dppf,LiOtBu,THF,24.1005232974831
6-triflatequinoline,Boronic Acid,Xantphos,LiOtBu,THF,42.8940158162194
6-triflatequinoline,Boronic Acid,None,LiOtBu,THF,62.9966030221791
6-triflatequinoline,Boronic Acid,P(tBu)3,Et3N,THF,49.0170408129729
6-triflatequinoline,Boronic Acid,P(Ph)3,Et3N,THF,86.0696699684853
6-triflatequinoline,Boronic Acid,AmPhos,Et3N,THF,28.0777869794065
6-triflatequinoline,Boronic Acid,P(Cy)3,Et3N,THF,75.261012861474
6-triflatequinoline,Boronic Acid,P(o-Tol)3,Et3N,THF,54.0637459059965
6-triflatequinoline,Boronic Acid,CataCXium A,Et3N,THF,26.6110715140147
6-triflatequinoline,Boronic Acid,SPhos,Et3N,THF,93.8081162096646
6-triflatequinoline,Boronic Acid,dtbpf,Et3N,THF,49.74444552099
6-triflatequinoline,Boronic Acid,XPhos,Et3N,THF,95.8452599626901
6-triflatequinoline,Boronic Acid,dppf,Et3N,THF,27.0272772906929
6-triflatequinoline,Boronic Acid,Xantphos,Et3N,THF,37.8788146058671
6-triflatequinoline,Boronic Acid,None,Et3N,THF,56.0634797667103
6-triflatequinoline,Boronic Acid,P(tBu)3,None,THF,56.777297291904
6-triflatequinoline,Boronic Acid,P(Ph)3,None,THF,82.299024541829
6-triflatequinoline,Boronic Acid,AmPhos,None,THF,42.797180466122
6-triflatequinoline,Boronic Acid,P(Cy)3,None,THF,75.6424717510945
6-triflatequinoline,Boronic Acid,P(o-Tol)3,None,THF,55.9591173174982
6-triflatequinoline,Boronic Acid,CataCXium A,None,THF,25.6642445847855
6-triflatequinoline,Boronic Acid,SPhos,None,THF,95.2137226541972
6-triflatequinoline,Boronic Acid,dtbpf,None,THF,46.1256886470727
6-triflatequinoline,Boronic Acid,XPhos,None,THF,95.190311998544
6-triflatequinoline,Boronic Acid,dppf,None,THF,28.4752672789179
6-triflatequinoline,Boronic Acid,Xantphos,None,THF,32.0983522115381
6-triflatequinoline,Boronic Acid,None,None,THF,54.3610791860469
6-triflatequinoline,Boronic Acid,P(tBu)3,NaOH,DMF,40.2016779071846
6-triflatequinoline,Boronic Acid,P(Ph)3,NaOH,DMF,66.316553568736
6-triflatequinoline,Boronic Acid,AmPhos,NaOH,DMF,43.1762239449345
6-triflatequinoline,Boronic Acid,P(Cy)3,NaOH,DMF,57.0848317866516
6-triflatequinoline,Boronic Acid,P(o-Tol)3,NaOH,DMF,33.9176191326349
6-triflatequinoline,Boronic Acid,CataCXium A,NaOH,DMF,54.3002285368659
6-triflatequinoline,Boronic Acid,SPhos,NaOH,DMF,55.2657618023296
6-triflatequinoline,Boronic Acid,dtbpf,NaOH,DMF,41.8738778286835
6-triflatequinoline,Boronic Acid,XPhos,NaOH,DMF,47.2239119947404
6-triflatequinoline,Boronic Acid,dppf,NaOH,DMF,40.0320325336921
6-triflatequinoline,Boronic Acid,Xantphos,NaOH,DMF,26.733989167063
6-triflatequinoline,Boronic Acid,None,NaOH,DMF,25.5504262192032
6-triflatequinoline,Boronic Acid,P(tBu)3,NaHCO3,DMF,9.29353091704395
6-triflatequinoline,Boronic Acid,P(Ph)3,NaHCO3,DMF,92.2769390802099
6-triflatequinoline,Boronic Acid,AmPhos,NaHCO3,DMF,54.3634752974235
6-triflatequinoline,Boronic Acid,P(Cy)3,NaHCO3,DMF,88.5465979213025
6-triflatequinoline,Boronic Acid,P(o-Tol)3,NaHCO3,DMF,27.5512880242055
6-triflatequinoline,Boronic Acid,CataCXium A,NaHCO3,DMF,43.1959070349507
6-triflatequinoline,Boronic Acid,SPhos,NaHCO3,DMF,64.6909291947542
6-triflatequinoline,Boronic Acid,dtbpf,NaHCO3,DMF,26.736582859779
6-triflatequinoline,Boronic Acid,XPhos,NaHCO3,DMF,52.8515237001515
6-triflatequinoline,Boronic Acid,dppf,NaHCO3,DMF,80.2761512511913
6-triflatequinoline,Boronic Acid,Xantphos,NaHCO3,DMF,0.576354581847615
6-triflatequinoline,Boronic Acid,None,NaHCO3,DMF,25.691197237042
6-triflatequinoline,Boronic Acid,P(tBu)3,CsF,DMF,8.71215607848777
6-triflatequinoline,Boronic Acid,P(Ph)3,CsF,DMF,91.1445698800749
6-triflatequinoline,Boronic Acid,AmPhos,CsF,DMF,76.4355701961598
6-triflatequinoline,Boronic Acid,P(Cy)3,CsF,DMF,94.4626212201736
6-triflatequinoline,Boronic Acid,P(o-Tol)3,CsF,DMF,60.0045218174972
6-triflatequinoline,Boronic Acid,CataCXium A,CsF,DMF,94.8036555322924
6-triflatequinoline,Boronic Acid,SPhos,CsF,DMF,77.8951815355133
6-triflatequinoline,Boronic Acid,dtbpf,CsF,DMF,54.8864102297303
6-triflatequinoline,Boronic Acid,XPhos,CsF,DMF,87.9862874986363
6-triflatequinoline,Boronic Acid,dppf,CsF,DMF,97.3170157569852
6-triflatequinoline,Boronic Acid,Xantphos,CsF,DMF,6.68843758003913
6-triflatequinoline,Boronic Acid,None,CsF,DMF,46.8416411184166
6-triflatequinoline,Boronic Acid,P(tBu)3,K3PO4,DMF,19.6209213859596
6-triflatequinoline,Boronic Acid,P(Ph)3,K3PO4,DMF,89.868453870243
6-triflatequinoline,Boronic Acid,AmPhos,K3PO4,DMF,69.9271913427484
6-triflatequinoline,Boronic Acid,P(Cy)3,K3PO4,DMF,55.6445065342882
6-triflatequinoline,Boronic Acid,P(o-Tol)3,K3PO4,DMF,46.8284635075335
6-triflatequinoline,Boronic Acid,CataCXium A,K3PO4,DMF,69.4849051478207
6-triflatequinoline,Boronic Acid,SPhos,K3PO4,DMF,46.4440818732198
6-triflatequinoline,Boronic Acid,dtbpf,K3PO4,DMF,35.1183819899968
6-triflatequinoline,Boronic Acid,XPhos,K3PO4,DMF,43.4972344170685
6-triflatequinoline,Boronic Acid,dppf,K3PO4,DMF,65.4814855584207
6-triflatequinoline,Boronic Acid,Xantphos,K3PO4,DMF,7.08940603391516
6-triflatequinoline,Boronic Acid,None,K3PO4,DMF,20.917749974372
6-triflatequinoline,Boronic Acid,P(tBu)3,KOH,DMF,27.9622055828012
6-triflatequinoline,Boronic Acid,P(Ph)3,KOH,DMF,83.9539768451087
6-triflatequinoline,Boronic Acid,AmPhos,KOH,DMF,56.6497527312536
6-triflatequinoline,Boronic Acid,P(Cy)3,KOH,DMF,74.2172962488379
6-triflatequinoline,Boronic Acid,P(o-Tol)3,KOH,DMF,40.1087287963718
6-triflatequinoline,Boronic Acid,CataCXium A,KOH,DMF,64.5438718982218
6-triflatequinoline,Boronic Acid,SPhos,KOH,DMF,67.1643904286913
6-triflatequinoline,Boronic Acid,dtbpf,KOH,DMF,48.6092693827022
6-triflatequinoline,Boronic Acid,XPhos,KOH,DMF,64.39250914538
6-triflatequinoline,Boronic Acid,dppf,KOH,DMF,62.4816607995947
6-triflatequinoline,Boronic Acid,Xantphos,KOH,DMF,24.4153806316805
6-triflatequinoline,Boronic Acid,None,KOH,DMF,26.0734007213043
6-triflatequinoline,Boronic Acid,P(tBu)3,LiOtBu,DMF,52.5757458703708
6-triflatequinoline,Boronic Acid,P(Ph)3,LiOtBu,DMF,82.9642939198487
6-triflatequinoline,Boronic Acid,AmPhos,LiOtBu,DMF,56.07328117278
6-triflatequinoline,Boronic Acid,P(Cy)3,LiOtBu,DMF,75.3635845832302
6-triflatequinoline,Boronic Acid,P(o-Tol)3,LiOtBu,DMF,37.3506814878029
6-triflatequinoline,Boronic Acid,CataCXium A,LiOtBu,DMF,60.9434238483504
6-triflatequinoline,Boronic Acid,SPhos,LiOtBu,DMF,68.7015095605056
6-triflatequinoline,Boronic Acid,dtbpf,LiOtBu,DMF,51.9343215040013
6-triflatequinoline,Boronic Acid,XPhos,LiOtBu,DMF,66.9289625681925
6-triflatequinoline,Boronic Acid,dppf,LiOtBu,DMF,25.7225058779189
6-triflatequinoline,Boronic Acid,Xantphos,LiOtBu,DMF,20.1212940993627
6-triflatequinoline,Boronic Acid,None,LiOtBu,DMF,24.8452650814288
6-triflatequinoline,Boronic Acid,P(tBu)3,Et3N,DMF,20.7434378656279
6-triflatequinoline,Boronic Acid,P(Ph)3,Et3N,DMF,60.1765986747185
6-triflatequinoline,Boronic Acid,AmPhos,Et3N,DMF,35.8824473094312
6-triflatequinoline,Boronic Acid,P(Cy)3,Et3N,DMF,34.247122938991
6-triflatequinoline,Boronic Acid,P(o-Tol)3,Et3N,DMF,27.0998772262528
6-triflatequinoline,Boronic Acid,CataCXium A,Et3N,DMF,43.0192330840722
6-triflatequinoline,Boronic Acid,SPhos,Et3N,DMF,23.3258000694708
6-triflatequinoline,Boronic Acid,dtbpf,Et3N,DMF,30.2554172667768
6-triflatequinoline,Boronic Acid,XPhos,Et3N,DMF,27.9060864761281
6-triflatequinoline,Boronic Acid,dppf,Et3N,DMF,30.6828657268812
6-triflatequinoline,Boronic Acid,Xantphos,Et3N,DMF,21.2863441371028
6-triflatequinoline,Boronic Acid,None,Et3N,DMF,24.9719287531734
6-triflatequinoline,Boronic Acid,P(tBu)3,None,DMF,20.900093620436
6-triflatequinoline,Boronic Acid,P(Ph)3,None,DMF,57.1911827769484
6-triflatequinoline,Boronic Acid,AmPhos,None,DMF,41.0239934866346
6-triflatequinoline,Boronic Acid,P(Cy)3,None,DMF,33.7838254817375
6-triflatequinoline,Boronic Acid,P(o-Tol)3,None,DMF,31.6665626730205
6-triflatequinoline,Boronic Acid,CataCXium A,None,DMF,48.4813742902846
6-triflatequinoline,Boronic Acid,SPhos,None,DMF,26.4701529672198
6-triflatequinoline,Boronic Acid,dtbpf,None,DMF,29.2948138767359
6-triflatequinoline,Boronic Acid,XPhos,None,DMF,26.2816060986418
6-triflatequinoline,Boronic Acid,dppf,None,DMF,37.572139017487
6-triflatequinoline,Boronic Acid,Xantphos,None,DMF,21.0286801294353
6-triflatequinoline,Boronic Acid,None,None,DMF,24.5716861758776
6-triflatequinoline,Boronic Acid,P(tBu)3,NaOH,MeOH,45.0304228777805
6-triflatequinoline,Boronic Acid,P(Ph)3,NaOH,MeOH,96.700831389957
6-triflatequinoline,Boronic Acid,AmPhos,NaOH,MeOH,70.7580503474366
6-triflatequinoline,Boronic Acid,P(Cy)3,NaOH,MeOH,93.326538000153
6-triflatequinoline,Boronic Acid,P(o-Tol)3,NaOH,MeOH,63.2786528917237
6-triflatequinoline,Boronic Acid,CataCXium A,NaOH,MeOH,61.1317292976072
6-triflatequinoline,Boronic Acid,SPhos,NaOH,MeOH,94.817516544428
6-triflatequinoline,Boronic Acid,dtbpf,NaOH,MeOH,47.1332101183847
6-triflatequinoline,Boronic Acid,XPhos,NaOH,MeOH,88.9674829238713
6-triflatequinoline,Boronic Acid,dppf,NaOH,MeOH,87.4800479546904
6-triflatequinoline,Boronic Acid,Xantphos,NaOH,MeOH,33.879875959112
6-triflatequinoline,Boronic Acid,None,NaOH,MeOH,77.509842501393
