,Name,M1,M2,M3,Support,M1_mol,M2_mol,M3_mol,Temp,Ar_flow,CH4_flow,O2_flow,CT,Performance
1461,Mn-Na2WO4/BEA,Mn,Na,W,BEA,0.371,0.37,0.185,750,4.0,5.1,0.9,0.75,14.338219037871033
1462,Mn-Na2WO4/BEA,Mn,Na,W,BEA,0.371,0.37,0.185,750,6.0,7.7,1.3,0.5,17.98186895810956
1463,Mn-Na2WO4/BEA,Mn,Na,W,BEA,0.371,0.37,0.185,750,8.0,10.3,1.7,0.38,18.869637760702528
1464,Mn-Na2WO4/BEA,Mn,Na,W,BEA,0.371,0.37,0.185,750,7.0,2.0,1.0,0.75,10.840420070011668
1465,Mn-Na2WO4/BEA,Mn,Na,W,BEA,0.371,0.37,0.185,750,10.5,3.0,1.5,0.5,13.36294964028777
1466,Mn-Na2WO4/BEA,Mn,Na,W,BEA,0.371,0.37,0.185,750,14.0,4.0,2.0,0.38,14.784862500000001
1467,Mn-Na2WO4/BEA,Mn,Na,W,BEA,0.371,0.37,0.185,750,7.0,2.3,0.8,0.75,11.26636603607567
1468,Mn-Na2WO4/BEA,Mn,Na,W,BEA,0.371,0.37,0.185,750,10.5,3.4,1.1,0.5,14.748601036269427
1469,Mn-Na2WO4/BEA,Mn,Na,W,BEA,0.371,0.37,0.185,750,14.0,4.5,1.5,0.38,17.96528179551122
1470,Mn-Na2WO4/BEA,Mn,Na,W,BEA,0.371,0.37,0.185,750,7.0,2.4,0.6,0.75,17.429772727272727
1471,Mn-Na2WO4/BEA,Mn,Na,W,BEA,0.371,0.37,0.185,750,10.5,3.6,0.9,0.5,35.52321041214751
1472,Mn-Na2WO4/BEA,Mn,Na,W,BEA,0.371,0.37,0.185,750,14.0,4.8,1.2,0.38,39.52200704225351
1473,Mn-Na2WO4/BEA,Mn,Na,W,BEA,0.371,0.37,0.185,750,7.0,2.6,0.4,0.75,32.105417925478356
1474,Mn-Na2WO4/BEA,Mn,Na,W,BEA,0.371,0.37,0.185,750,10.5,3.9,0.6,0.5,11.753576642335767
1475,Mn-Na2WO4/BEA,Mn,Na,W,BEA,0.371,0.37,0.185,750,14.0,5.1,0.9,0.38,11.599757575757575
1476,Mn-Na2WO4/BEA,Mn,Na,W,BEA,0.371,0.37,0.185,700,1.5,5.7,2.8,0.75,12.774611414693382
1477,Mn-Na2WO4/BEA,Mn,Na,W,BEA,0.371,0.37,0.185,700,2.3,8.5,4.3,0.5,12.484110948905112
1478,Mn-Na2WO4/BEA,Mn,Na,W,BEA,0.371,0.37,0.185,700,3.0,11.3,5.7,0.38,12.252783059636993
1479,Mn-Na2WO4/BEA,Mn,Na,W,BEA,0.371,0.37,0.185,700,1.5,6.4,2.1,0.75,10.996907301066447
1480,Mn-Na2WO4/BEA,Mn,Na,W,BEA,0.371,0.37,0.185,700,2.3,9.6,3.2,0.5,6.1547724940130015
1481,Mn-Na2WO4/BEA,Mn,Na,W,BEA,0.371,0.37,0.185,700,3.0,12.8,4.3,0.38,5.042183991307497
1482,Mn-Na2WO4/BEA,Mn,Na,W,BEA,0.371,0.37,0.185,700,1.5,6.8,1.7,0.75,3.9449016979445926
1483,Mn-Na2WO4/BEA,Mn,Na,W,BEA,0.371,0.37,0.185,700,2.3,10.2,2.6,0.5,8.779554822753505
1484,Mn-Na2WO4/BEA,Mn,Na,W,BEA,0.371,0.37,0.185,700,3.0,13.6,3.4,0.38,5.17787081339713
1485,Mn-Na2WO4/BEA,Mn,Na,W,BEA,0.371,0.37,0.185,700,1.5,7.3,1.2,0.75,5.251178010471205
1486,Mn-Na2WO4/BEA,Mn,Na,W,BEA,0.371,0.37,0.185,700,2.3,10.9,1.8,0.5,5.740141700404859
1487,Mn-Na2WO4/BEA,Mn,Na,W,BEA,0.371,0.37,0.185,700,3.0,14.6,2.4,0.38,5.116724137931035
1488,Mn-Na2WO4/BEA,Mn,Na,W,BEA,0.371,0.37,0.185,700,4.0,4.0,2.0,0.75,4.429315158124318
1489,Mn-Na2WO4/BEA,Mn,Na,W,BEA,0.371,0.37,0.185,700,6.0,6.0,3.0,0.5,6.853739230327397
1490,Mn-Na2WO4/BEA,Mn,Na,W,BEA,0.371,0.37,0.185,700,8.0,8.0,4.0,0.38,7.557432134996332
1491,Mn-Na2WO4/BEA,Mn,Na,W,BEA,0.371,0.37,0.185,700,4.0,4.5,1.5,0.75,6.425927710843372
1492,Mn-Na2WO4/BEA,Mn,Na,W,BEA,0.371,0.37,0.185,700,6.0,6.8,2.3,0.5,6.062621359223302
1493,Mn-Na2WO4/BEA,Mn,Na,W,BEA,0.371,0.37,0.185,700,8.0,9.0,3.0,0.38,5.795316804407713
1494,Mn-Na2WO4/BEA,Mn,Na,W,BEA,0.371,0.37,0.185,700,4.0,4.8,1.2,0.75,5.334372842347526
1495,Mn-Na2WO4/BEA,Mn,Na,W,BEA,0.371,0.37,0.185,700,6.0,7.2,1.8,0.5,2.3750572831423895
1496,Mn-Na2WO4/BEA,Mn,Na,W,BEA,0.371,0.37,0.185,700,8.0,9.6,2.4,0.38,4.702159624413145
1497,Mn-Na2WO4/BEA,Mn,Na,W,BEA,0.371,0.37,0.185,700,4.0,5.1,0.9,0.75,3.3815589353612165
1498,Mn-Na2WO4/BEA,Mn,Na,W,BEA,0.371,0.37,0.185,700,6.0,7.7,1.3,0.5,1.7710374639769455
1499,Mn-Na2WO4/BEA,Mn,Na,W,BEA,0.371,0.37,0.185,700,8.0,10.3,1.7,0.38,2.5646456692913384
1500,Mn-Na2WO4/BEA,Mn,Na,W,BEA,0.371,0.37,0.185,700,7.0,2.0,1.0,0.75,3.2328874734607216
1501,Mn-Na2WO4/BEA,Mn,Na,W,BEA,0.371,0.37,0.185,700,10.5,3.0,1.5,0.5,2.716533795493934
1502,Mn-Na2WO4/BEA,Mn,Na,W,BEA,0.371,0.37,0.185,700,14.0,4.0,2.0,0.38,2.2719597989949745
1503,Mn-Na2WO4/BEA,Mn,Na,W,BEA,0.371,0.37,0.185,700,7.0,2.3,0.8,0.75,2.115097719869707
1504,Mn-Na2WO4/BEA,Mn,Na,W,BEA,0.371,0.37,0.185,700,10.5,3.4,1.1,0.5,1.8703363914373092
1505,Mn-Na2WO4/BEA,Mn,Na,W,BEA,0.371,0.37,0.185,700,14.0,4.5,1.5,0.38,0.7916279069767441
1506,Mn-Na2WO4/BEA,Mn,Na,W,BEA,0.371,0.37,0.185,700,7.0,2.4,0.6,0.75,1.9289549180327865
1507,Mn-Na2WO4/BEA,Mn,Na,W,BEA,0.371,0.37,0.185,700,10.5,3.6,0.9,0.5,2.085018726591761
1508,Mn-Na2WO4/BEA,Mn,Na,W,BEA,0.371,0.37,0.185,700,14.0,4.8,1.2,0.38,1.102401746724891
1509,Mn-Na2WO4/BEA,Mn,Na,W,BEA,0.371,0.37,0.185,700,7.0,2.6,0.4,0.75,0.9933913043478261
1510,Mn-Na2WO4/BEA,Mn,Na,W,BEA,0.371,0.37,0.185,700,10.5,3.9,0.6,0.5,1.2929166666666665
1511,Mn-Na2WO4/BEA,Mn,Na,W,BEA,0.371,0.37,0.185,700,14.0,5.1,0.9,0.38,0.9413372093023256
1512,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,900,1.5,5.7,2.8,0.75,6.79279353175533
1513,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,900,2.3,8.5,4.3,0.5,8.169411764705883
1514,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,900,3.0,11.3,5.7,0.38,8.815563009103975
1515,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,900,1.5,6.4,2.1,0.75,6.91408820441022
1516,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,900,2.3,9.6,3.2,0.5,8.051736484067312
1517,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,900,3.0,12.8,4.3,0.38,9.61517165005537
1518,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,900,1.5,6.8,1.7,0.75,8.134113441372735
1519,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,900,2.3,10.2,2.6,0.5,9.017771818625063
1520,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,900,3.0,13.6,3.4,0.38,9.227082706766918
1521,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,900,1.5,7.3,1.2,0.75,6.3901936376210235
1522,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,900,2.3,10.9,1.8,0.5,7.606127167630056
1523,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,900,3.0,14.6,2.4,0.38,9.886410852713178
1524,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,900,4.0,4.0,2.0,0.75,6.529765184014451
1525,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,900,6.0,6.0,3.0,0.5,7.840459554513482
1526,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,900,8.0,8.0,4.0,0.38,8.84361111111111
1527,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,900,4.0,4.5,1.5,0.75,7.695187995860641
1528,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,900,6.0,6.8,2.3,0.5,8.93452864394489
1529,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,900,8.0,9.0,3.0,0.38,10.206485243388274
1530,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,900,4.0,4.8,1.2,0.75,7.514381301558203
1531,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,900,6.0,7.2,1.8,0.5,8.397109768378652
1532,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,900,8.0,9.6,2.4,0.38,10.274795081967214
1533,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,900,4.0,5.1,0.9,0.75,7.714334763948497
1534,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,900,6.0,7.7,1.3,0.5,8.346927244582043
1535,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,900,8.0,10.3,1.7,0.38,9.170285935085008
1536,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,900,7.0,2.0,1.0,0.75,7.206246780613439
1537,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,900,10.5,3.0,1.5,0.5,9.014040150564618
1538,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,900,14.0,4.0,2.0,0.38,10.057516930022576
1539,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,900,7.0,2.3,0.8,0.75,8.188491349480968
1540,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,900,10.5,3.4,1.1,0.5,10.057560073937157
1541,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,900,14.0,4.5,1.5,0.38,11.738469902912621
1542,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,900,7.0,2.4,0.6,0.75,8.478914794404409
1543,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,900,10.5,3.6,0.9,0.5,12.640736842105264
1544,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,900,14.0,4.8,1.2,0.38,12.966583783783785
1545,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,900,7.0,2.6,0.4,0.75,8.535735580038883
1546,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,900,10.5,3.9,0.6,0.5,12.536026936026937
1547,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,900,14.0,5.1,0.9,0.38,14.56958818263205
1548,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,850,1.5,5.7,2.8,0.75,10.075915822291506
1549,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,850,2.3,8.5,4.3,0.5,10.310511133603237
1550,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,850,3.0,11.3,5.7,0.38,11.872704682186763
1551,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,850,1.5,6.4,2.1,0.75,11.391373338703183
1552,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,850,2.3,9.6,3.2,0.5,10.443118405627198
1553,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,850,3.0,12.8,4.3,0.38,13.3585022755482
1554,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,850,1.5,6.8,1.7,0.75,10.107312231759657
1555,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,850,2.3,10.2,2.6,0.5,11.663097345132746
1556,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,850,3.0,13.6,3.4,0.38,13.774928693667997
1557,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,850,1.5,7.3,1.2,0.75,11.980833333333331
1558,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,850,2.3,10.9,1.8,0.5,12.900749999999999
1559,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,850,3.0,14.6,2.4,0.38,14.640315789473688
1560,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,850,4.0,4.0,2.0,0.75,10.145235813366961
1561,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,850,6.0,6.0,3.0,0.5,11.795121951219512
1562,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,850,8.0,8.0,4.0,0.38,12.658047065187992
1563,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,850,4.0,4.5,1.5,0.75,11.987807900852054
1564,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,850,6.0,6.8,2.3,0.5,14.033563651591287
1565,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,850,8.0,9.0,3.0,0.38,14.64689086294416
1566,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,850,4.0,4.8,1.2,0.75,13.061910112359552
1567,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,850,6.0,7.2,1.8,0.5,13.83142857142857
1568,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,850,8.0,9.6,2.4,0.38,15.257261904761904
1569,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,850,4.0,5.1,0.9,0.75,12.180071684587812
1570,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,850,6.0,7.7,1.3,0.5,15.083252190847128
1571,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,850,8.0,10.3,1.7,0.38,17.258549540347293
1572,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,850,7.0,2.0,1.0,0.75,11.798495432563138
1573,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,850,10.5,3.0,1.5,0.5,14.715977387682239
1574,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,850,14.0,4.0,2.0,0.38,16.092121481481477
1575,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,850,7.0,2.3,0.8,0.75,14.954987102321583
1576,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,850,10.5,3.4,1.1,0.5,19.51590772316951
1577,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,850,14.0,4.5,1.5,0.38,21.160140562248994
1578,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,850,7.0,2.4,0.6,0.75,17.661997447351624
1579,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,850,10.5,3.6,0.9,0.5,25.39173626373627
1580,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,850,14.0,4.8,1.2,0.38,31.97434420015163
1581,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,850,7.0,2.6,0.4,0.75,25.123252747252742
1582,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,850,10.5,3.9,0.6,0.5,39.683790523690774
1583,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,850,14.0,5.1,0.9,0.38,48.77850129198966
1584,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,800,1.5,5.7,2.8,0.75,13.544831944843434
1585,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,800,2.3,8.5,4.3,0.5,14.26772511848341
1586,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,800,3.0,11.3,5.7,0.38,15.33925702811245
1587,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,800,1.5,6.4,2.1,0.75,15.11825892857143
1588,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,800,2.3,9.6,3.2,0.5,16.567640346873574
1589,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,800,3.0,12.8,4.3,0.38,17.700695088044487
1590,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,800,1.5,6.8,1.7,0.75,15.638862770012706
1591,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,800,2.3,10.2,2.6,0.5,19.278893280632406
1592,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,800,3.0,13.6,3.4,0.38,21.219904567143832
1593,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,800,1.5,7.3,1.2,0.75,22.558533475026568
1594,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,800,2.3,10.9,1.8,0.5,25.161199095022624
1595,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,800,3.0,14.6,2.4,0.38,32.54060606060606
1596,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,800,4.0,4.0,2.0,0.75,13.434371859296483
1597,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,800,6.0,6.0,3.0,0.5,14.966893567926164
1598,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,800,8.0,8.0,4.0,0.38,16.036096990943616
1599,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,800,4.0,4.5,1.5,0.75,16.8534693877551
1600,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,800,6.0,6.8,2.3,0.5,18.859812715623455
1601,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,800,8.0,9.0,3.0,0.38,20.910941117262208
1602,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,800,4.0,4.8,1.2,0.75,18.941375245579565
1603,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,800,6.0,7.2,1.8,0.5,22.94441605839416
1604,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,800,8.0,9.6,2.4,0.38,30.215671641791047
1605,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,800,4.0,5.1,0.9,0.75,32.93406326034063
1606,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,800,6.0,7.7,1.3,0.5,45.95549222797927
1607,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,800,8.0,10.3,1.7,0.38,50.413043478260875
1608,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,800,7.0,2.0,1.0,0.75,20.599675202998124
1609,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,800,10.5,3.0,1.5,0.5,29.81500651890482
1610,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,800,14.0,4.0,2.0,0.38,33.98086956521739
1611,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,800,7.0,2.3,0.8,0.75,38.78412738214644
1612,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,800,10.5,3.4,1.1,0.5,50.43111227701994
1613,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,800,14.0,4.5,1.5,0.38,55.38471458773785
1614,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,800,7.0,2.4,0.6,0.75,45.425764627659575
1615,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,800,10.5,3.6,0.9,0.5,63.0463530326594
1616,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,800,14.0,4.8,1.2,0.38,68.58088942307693
1617,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,800,7.0,2.6,0.4,0.75,53.927691441441446
1618,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,800,10.5,3.9,0.6,0.5,66.24201570680627
1619,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,800,14.0,5.1,0.9,0.38,74.83734858681022
1620,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,775,1.5,5.7,2.8,0.75,14.188950762016411
1621,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,775,2.3,8.5,4.3,0.5,15.348832457676592
1622,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,775,3.0,11.3,5.7,0.38,16.607498507462687
1623,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,775,1.5,6.4,2.1,0.75,18.11158449018669
1624,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,775,2.3,9.6,3.2,0.5,18.19684589534325
1625,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,775,3.0,12.8,4.3,0.38,20.107013113161727
1626,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,775,1.5,6.8,1.7,0.75,21.1699793814433
1627,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,775,2.3,10.2,2.6,0.5,23.47426966292135
1628,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,775,3.0,13.6,3.4,0.38,27.14915887850467
1629,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,775,1.5,7.3,1.2,0.75,31.751019473081325
1630,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,775,2.3,10.9,1.8,0.5,43.602524271844665
1631,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,775,3.0,14.6,2.4,0.38,41.569949811794224
1632,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,775,4.0,4.0,2.0,0.75,14.841294797687858
1633,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,775,6.0,6.0,3.0,0.5,16.83831314354936
1634,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,775,8.0,8.0,4.0,0.38,18.435462649861666
1635,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,775,4.0,4.5,1.5,0.75,20.725048590864922
1636,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,775,6.0,6.8,2.3,0.5,26.452206259620315
1637,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,775,8.0,9.0,3.0,0.38,30.228689024390242
1638,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,775,4.0,4.8,1.2,0.75,28.811615811373095
1639,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,775,6.0,7.2,1.8,0.5,40.511
1640,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,775,8.0,9.6,2.4,0.38,46.85711711711713
1641,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,775,4.0,5.1,0.9,0.75,44.854489544895436
1642,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,775,6.0,7.7,1.3,0.5,59.358015463917525
1643,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,775,8.0,10.3,1.7,0.38,67.85813071895424
1644,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,775,7.0,2.0,1.0,0.75,34.3164628553959
1645,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,775,10.5,3.0,1.5,0.5,40.53696029776675
1646,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,775,14.0,4.0,2.0,0.38,43.86528689883914
1647,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,775,7.0,2.3,0.8,0.75,48.39033412887828
1648,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,775,10.5,3.4,1.1,0.5,51.34188383045526
1649,Mn-Na2WO4/ZSM-5,Mn,Na,W,ZSM-5,0.371,0.37,0.185,775,14.0,4.5,1.5,0.38,49.50659924146651
