custom_id,winner_idx,loser_idx,llm_choice,true_winner,llm_correct
q_002517,594,6684,A,A,True
q_002518,1820,8547,A,A,True
q_002519,12664,11402,A,B,False
q_002520,2131,5624,B,B,True
q_002521,562,4590,A,A,True
q_002522,2668,7963,B,B,True
q_002523,5099,2100,A,A,True
q_002524,792,10926,A,A,True
q_002525,4115,2865,A,A,True
q_002526,6767,5952,A,A,True
q_002527,4306,12054,A,A,True
q_002528,1098,8481,B,A,False
q_002529,2520,7330,B,B,True
q_002530,1248,11635,B,B,True
q_002531,6487,10244,A,B,False
q_002532,11752,10993,B,B,True
q_002533,2164,8043,A,A,True
q_002534,9601,10182,B,B,True
q_002535,5507,12435,B,B,True
q_002536,1780,4142,A,A,True
q_002537,5426,6336,A,B,False
q_002538,12548,6745,A,B,False
q_002539,6273,9932,B,B,True
q_002540,3682,8940,B,B,True
q_002541,3824,12337,A,A,True
q_002542,12154,7620,B,B,True
q_002543,4838,7914,A,B,False
q_002544,8313,10232,B,B,True
q_002545,5051,11345,A,A,True
q_002546,8661,10099,B,B,True
q_002547,7431,2814,A,B,False
q_002548,5974,2815,B,B,True
q_002549,1627,7877,B,A,False
q_002550,8318,11006,B,B,True
q_002551,4079,12046,B,B,True
q_002552,2755,7747,A,A,True
q_002553,2455,6731,A,A,True
q_002554,12476,10368,A,A,True
q_002555,1313,12413,B,B,True
q_002556,354,10146,A,A,True
q_002557,3939,11005,B,B,True
q_002558,394,4241,B,A,False
q_002559,7489,7170,A,A,True
q_002560,3746,7337,B,B,True
q_002561,3952,4557,B,A,False
q_002562,310,8472,B,B,True
q_002563,47,5193,A,A,True
q_002564,5587,5718,B,A,False
q_002565,5483,12672,A,A,True
q_002566,3756,10173,B,B,True
q_002567,3050,8045,B,A,False
q_002568,3360,4817,B,A,False
q_002569,11775,12365,A,A,True
q_002570,8435,10191,B,A,False
q_002571,11852,8298,A,B,False
q_002572,2406,9282,B,B,True
q_002573,4975,11485,A,B,False
q_002574,2499,9821,A,A,True
q_002575,12290,4183,B,A,False
q_002576,3442,12103,B,A,False
q_002577,5731,7215,B,B,True
q_002578,12317,11031,B,A,False
q_002579,12704,7216,B,A,False
q_002580,7375,4876,A,B,False
q_002581,5868,9750,B,A,False
q_002582,3700,7506,B,A,False
q_002583,8371,6656,B,B,True
q_002584,4252,4452,A,B,False
q_002585,8322,7044,B,A,False
q_002586,3396,4699,A,B,False
q_002587,2468,4075,B,B,True
q_002588,3500,12328,B,B,True
q_002589,140,4392,A,B,False
q_002590,896,11865,A,A,True
q_002591,3262,4811,B,A,False
q_002592,6761,10164,B,B,True
q_002593,5527,1203,A,A,True
q_002594,3884,4312,A,B,False
q_002595,2110,2897,A,B,False
q_002596,6361,10428,A,A,True
q_002597,6531,9188,B,A,False
q_002598,5714,12306,B,B,True
q_002599,8360,4944,B,B,True
q_002600,10198,10968,A,B,False
q_002601,8333,2726,A,B,False
q_002602,5945,9917,A,A,True
q_002603,11356,7149,B,B,True
q_002604,11380,9634,B,B,True
q_002605,12279,9600,A,A,True
q_002606,1157,6765,B,B,True
q_002607,3271,11317,A,B,False
q_002608,2454,6686,B,B,True
q_002609,7881,10505,A,A,True
q_002611,2614,11785,B,A,False
q_002612,103,2306,B,B,True
q_002613,7591,11988,A,A,True
q_002614,1329,11324,B,A,False
q_002615,2222,8500,B,A,False
q_002616,7641,12609,B,B,True
q_002617,668,1924,A,A,True
q_002618,8343,7198,A,A,True
q_002619,4035,12014,A,A,True
q_002620,9551,10764,B,B,True
q_002621,4987,7288,B,A,False
q_002622,1321,6329,B,A,False
q_002623,11739,8659,A,A,True
q_002624,11706,6045,B,B,True
q_002625,168,7357,A,A,True
q_002626,7573,12438,B,B,True
q_002627,58,9886,A,B,False
q_002628,7835,6231,B,B,True
q_002629,489,2224,B,A,False
q_002630,99,11889,A,A,True
q_002631,3767,8646,B,A,False
q_002632,11606,9759,B,B,True
q_002633,4092,7149,A,A,True
q_002634,1058,12149,B,A,False
q_002635,337,4224,B,B,True
q_002636,5434,4263,A,B,False
q_002637,9447,9661,B,A,False
q_002638,1919,7801,B,A,False
q_002639,520,10827,A,A,True
q_002640,3043,969,A,B,False
q_002641,2497,6307,B,B,True
q_002642,2580,11075,A,B,False
q_002643,283,5918,B,B,True
q_002644,910,5745,A,B,False
q_002645,69,9889,A,B,False
q_002646,7915,7214,A,A,True
q_002647,12500,9995,B,B,True
q_002648,2790,11896,A,B,False
q_002649,8381,4202,A,B,False
q_002650,1709,11189,B,B,True
q_002651,7499,11165,A,A,True
q_002652,1349,12559,B,B,True
q_002653,11538,4740,A,A,True
q_002654,5286,10811,B,A,False
q_002655,3239,7180,A,B,False
q_002656,741,12510,B,B,True
q_002657,845,3435,B,B,True
q_002658,8540,10164,B,B,True
q_002659,2040,6480,B,B,True
q_002660,5524,8737,B,B,True
q_002661,3308,9846,A,A,True
q_002662,1903,11198,B,B,True
q_002663,5732,6310,A,A,True
q_002664,5318,2730,B,A,False
q_002665,6817,5798,A,A,True
q_002666,3765,3058,A,A,True
q_002667,4051,12267,A,A,True
q_002668,1780,975,A,B,False
q_002669,12244,6179,A,A,True
q_002670,6032,10062,B,B,True
q_002671,4831,10872,B,B,True
q_002672,12524,10819,A,B,False
q_002673,1437,2384,A,A,True
q_002674,11830,11566,A,B,False
q_002675,7552,11013,B,B,True
q_002676,282,12226,B,B,True
q_002677,8911,11158,B,A,False
q_002678,2658,7365,A,A,True
q_002679,524,4758,B,B,True
q_002680,1490,10940,B,B,True
q_002681,1471,1285,B,B,True
q_002682,3797,4952,B,B,True
q_002683,1227,10304,A,A,True
q_002684,1804,6421,A,A,True
q_002685,785,6121,B,B,True
q_002686,3106,10703,A,A,True
q_002687,751,7171,A,A,True
q_002688,8108,9647,B,B,True
q_002689,1996,12480,B,B,True
q_002690,11625,9268,B,B,True
q_002691,7716,10773,A,A,True
q_002692,11563,7998,A,A,True
q_002693,5400,10524,B,A,False
q_002694,3790,11879,B,B,True
q_002695,4701,9951,A,B,False
q_002696,1624,2815,A,A,True
q_002697,7811,5307,A,A,True
q_002698,1636,11682,B,B,True
q_002699,1505,9193,A,B,False
q_002700,3425,11196,B,A,False
q_002701,9383,10098,A,A,True
q_002702,2811,11223,A,A,True
q_002703,11299,10644,A,B,False
q_002704,876,9392,B,B,True
q_002705,3613,9305,A,A,True
q_002706,8972,9972,A,A,True
q_002707,3860,9358,B,B,True
q_002708,1699,9282,A,A,True
q_002709,10217,11109,A,A,True
q_002710,2287,840,B,A,False
q_002711,304,7069,A,B,False
q_002712,4313,11943,A,B,False
q_002713,2707,6613,B,A,False
q_002714,3582,6435,A,B,False
q_002715,1074,5892,B,A,False
q_002716,5510,5586,A,A,True
q_002717,5325,8769,A,B,False
q_002718,5126,7367,A,A,True
q_002719,1165,2076,B,B,True
q_002720,7711,7963,A,A,True
q_002721,8492,2151,A,A,True
q_002722,1444,10875,A,A,True
q_002723,302,4787,B,B,True
q_002724,703,10044,A,A,True
q_002725,7862,3814,A,A,True
q_002727,509,12325,A,A,True
q_002728,6674,7386,A,B,False
q_002729,5867,4815,B,A,False
q_002730,12212,10643,A,A,True
q_002731,3061,6636,A,B,False
q_002732,11835,11397,B,B,True
q_002733,2723,5127,B,A,False
q_002734,3973,5684,A,B,False
q_002735,1774,3828,B,B,True
q_002736,123,7296,B,A,False
q_002737,2395,8563,B,A,False
q_002739,4372,8062,A,B,False
q_002740,2360,8283,A,B,False
q_002741,347,1230,B,A,False
q_002742,6506,11151,A,B,False
q_002743,6497,12037,B,B,True
q_002744,2525,8786,A,A,True
q_002745,459,5146,B,A,False
q_002746,2854,9670,B,A,False
q_002747,8607,10279,A,A,True
q_002748,5272,4682,A,A,True
q_002749,12382,11890,A,B,False
q_002750,3115,8268,B,B,True
q_002751,1026,11530,A,B,False
q_002752,7402,10439,B,A,False
q_002753,2614,8281,A,B,False
q_002754,12662,12589,A,B,False
q_002755,11072,9436,B,A,False
q_002756,2410,11234,B,B,True
q_002758,5451,4572,A,A,True
q_002759,5451,10983,B,B,True
q_002760,2202,1699,B,A,False
q_002761,3298,5477,A,B,False
q_002762,4631,4416,B,A,False
q_002763,456,5728,A,B,False
q_002764,2598,8022,A,A,True
q_002765,6793,2814,A,A,True
q_002766,4693,8965,A,A,True
q_002767,308,12624,B,B,True
q_002768,4205,6080,B,B,True
q_002769,8374,12182,A,A,True
q_002770,8396,3366,B,B,True
q_002771,513,5482,B,A,False
q_002772,2585,7701,B,A,False
q_002773,3152,8968,A,A,True
q_002774,12254,6926,A,A,True
q_002775,3834,10763,B,B,True
q_002776,6634,12338,A,A,True
q_002777,6298,11473,B,A,False
q_002778,4363,4939,A,A,True
q_002779,574,12639,B,A,False
q_002780,3951,9257,A,B,False
q_002781,11891,10081,A,A,True
q_002782,2321,9679,A,B,False
q_002783,11044,10641,A,B,False
q_002784,6710,11583,B,A,False
q_002785,1493,9826,B,A,False
q_002786,3591,10483,A,B,False
q_002787,760,1346,A,A,True
q_002788,1259,60,A,A,True
q_002789,827,10606,B,B,True
q_002790,8170,11905,B,B,True
q_002791,1979,11627,B,B,True
q_002792,382,9176,B,B,True
q_002793,1756,6796,B,B,True
q_002794,880,6174,A,A,True
q_002795,11635,4971,A,A,True
q_002796,1309,11070,A,A,True
q_002797,7750,7210,A,B,False
q_002798,11504,8995,A,A,True
q_002799,2692,5048,A,A,True
q_002800,35,10074,B,B,True
q_002801,2862,5655,A,B,False
q_002802,2346,12569,B,A,False
q_002803,802,5924,A,B,False
q_002804,2187,1364,A,B,False
q_002805,12310,4586,A,B,False
q_002806,1518,3669,B,B,True
q_002807,3947,8597,A,B,False
q_002808,5962,10054,A,A,True
q_002809,954,2406,B,B,True
q_002810,556,6525,B,B,True
q_002811,3634,6210,A,B,False
q_002812,2515,7520,B,B,True
q_002813,2214,12254,A,B,False
q_002814,2540,4110,B,B,True
q_002815,1198,7710,A,A,True
q_002816,8564,5987,A,B,False
q_002817,1477,11020,B,B,True
q_002818,1620,4972,B,B,True
q_002819,2511,8994,B,B,True
q_002820,6871,11775,A,B,False
q_002821,10214,10546,B,B,True
q_002822,1613,3964,B,B,True
q_002823,2988,12400,A,A,True
q_002824,1711,7867,A,B,False
q_002825,9365,10700,B,A,False
q_002826,11667,4600,A,A,True
q_002827,3469,11987,A,A,True
q_002828,8130,7959,A,A,True
q_002829,1613,2986,A,A,True
q_002830,11651,11726,A,B,False
q_002831,3801,10111,B,B,True
q_002832,3814,1221,A,B,False
q_002833,6933,11193,A,B,False
q_002834,4931,12014,A,A,True
q_002835,5047,6906,A,A,True
q_002836,11528,12267,A,A,True
q_002837,3097,11422,B,B,True
q_002838,3442,2739,A,B,False
q_002839,6818,12348,B,B,True
q_002840,7630,5565,A,A,True
q_002841,4900,8956,B,B,True
q_002842,10160,9710,A,B,False
q_002843,6136,10040,B,B,True
q_002844,1537,5802,A,B,False
q_002845,12585,5799,A,B,False
q_002846,2023,10959,A,A,True
q_002847,6691,4909,B,A,False
q_002848,3556,5375,A,A,True
q_002849,5740,4595,A,A,True
q_002850,2476,1632,A,A,True
q_002851,4975,4358,B,A,False
q_002853,1141,12368,B,B,True
q_002854,1828,9198,A,A,True
q_002855,984,6141,B,B,True
q_002856,2745,7219,A,A,True
q_002857,2262,9909,A,B,False
q_002858,4958,9206,A,B,False
q_002859,5668,12315,B,B,True
q_002860,2460,6076,A,B,False
q_002861,12210,11825,B,B,True
q_002862,10612,10508,B,B,True
q_002863,5537,7780,B,B,True
q_002864,1103,11450,B,A,False
q_002865,446,4424,B,A,False
q_002866,4005,6371,A,B,False
q_002867,2002,8646,A,A,True
q_002868,7490,10932,A,A,True
q_002869,2615,10532,A,A,True
q_002870,2070,3591,A,A,True
q_002871,6334,12398,A,A,True
q_002872,8446,10397,B,B,True
q_002873,2779,4203,A,B,False
q_002874,4874,11015,A,A,True
q_002875,3829,6553,A,A,True
q_002876,3826,8441,A,B,False
q_002877,4149,11895,A,B,False
q_002878,8596,11068,A,A,True
q_002879,1500,12417,A,A,True
q_002880,516,1815,A,B,False
q_002881,3003,9893,B,A,False
q_002882,2634,7153,A,A,True
q_002883,624,1334,B,A,False
q_002884,3350,4514,A,A,True
q_002885,1952,5061,B,A,False
q_002886,420,11853,A,B,False
q_002887,805,10609,B,B,True
q_002888,1886,1493,A,A,True
q_002889,2479,5135,B,B,True
q_002890,1888,2568,A,A,True
q_002891,3745,7224,B,A,False
q_002892,575,4630,B,B,True
q_002893,11593,12049,A,A,True
q_002894,3314,11910,B,B,True
q_002896,2507,8388,A,A,True
q_002897,7954,11243,B,B,True
q_002898,5273,10119,A,A,True
q_002900,1726,6448,A,B,False
q_002901,5255,10172,B,A,False
q_002902,7089,10965,A,A,True
q_002903,8027,7850,A,B,False
q_002904,1947,8283,B,A,False
q_002905,4702,10980,B,A,False
q_002906,7940,3317,B,B,True
q_002907,6793,12057,A,A,True
q_002908,1621,4084,B,B,True
q_002910,1426,10358,A,A,True
q_002911,1151,7230,A,B,False
q_002912,5997,6022,A,A,True
q_002913,1710,2870,A,A,True
q_002914,900,5174,B,B,True
q_002915,5563,10115,B,B,True
q_002916,12308,7890,A,B,False
q_002917,7418,12017,B,B,True
q_002918,496,10792,B,B,True
q_002919,4807,6123,B,A,False
q_002920,3560,4136,B,A,False
q_002921,695,9794,A,B,False
q_002922,1571,1810,A,B,False
q_002923,6350,6867,B,B,True
q_002924,5375,5424,A,B,False
q_002925,2323,7161,A,A,True
q_002926,7833,8811,A,A,True
q_002927,3375,4075,A,B,False
q_002928,2358,3637,B,A,False
q_002929,8300,8610,A,A,True
q_002930,2505,2213,A,A,True
q_002931,976,8550,B,A,False
q_002932,2060,10845,A,A,True
q_002933,2651,5524,B,A,False
q_002934,1536,10266,A,A,True
q_002935,2905,9372,B,B,True
q_002936,6757,9754,A,B,False
q_002937,1871,9173,B,A,False
q_002938,11469,10807,B,A,False
q_002939,2146,3120,B,A,False
q_002940,8590,9087,A,A,True
q_002941,8270,11901,B,B,True
q_002942,9695,10541,A,A,True
q_002943,2387,9261,B,B,True
q_002944,8933,10446,A,B,False
q_002945,655,1364,A,B,False
q_002946,7483,11919,A,A,True
q_002947,1609,6323,B,B,True
q_002948,3221,6748,B,A,False
q_002949,5669,6601,A,B,False
q_002950,399,3664,A,A,True
q_002951,7533,6457,B,B,True
q_002952,673,11902,B,A,False
q_002953,5548,5766,A,B,False
q_002954,3518,4440,A,B,False
q_002955,12641,8222,A,A,True
q_002956,1258,6605,A,B,False
q_002957,6179,9606,A,B,False
q_002958,2090,6513,A,A,True
q_002960,4983,11711,A,B,False
q_002961,4445,5359,B,B,True
q_002962,6967,12367,B,B,True
q_002963,2072,849,A,A,True
q_002964,10350,9326,A,B,False
q_002966,3056,11784,A,B,False
q_002967,1883,2896,B,A,False
q_002968,9145,10980,A,A,True
q_002969,8102,5010,A,A,True
q_002970,7718,7766,B,B,True
q_002971,646,11087,A,B,False
q_002972,1641,7597,B,B,True
q_002973,4409,12470,B,B,True
q_002974,220,12051,A,A,True
q_002975,1891,5959,A,B,False
q_002976,1307,6282,A,A,True
q_002977,6641,11394,A,A,True
q_002978,314,3593,A,A,True
q_002979,12604,6043,A,A,True
q_002980,11483,9113,B,B,True
q_002981,767,2391,A,A,True
q_002982,2194,10179,B,B,True
q_002983,9884,10447,B,B,True
q_002984,6616,9144,B,B,True
q_002985,8236,10462,B,B,True
q_002986,12295,9499,A,A,True
q_002987,5100,9933,B,B,True
q_002988,3226,11478,B,A,False
q_002989,7873,5441,A,A,True
q_002990,8069,5795,A,A,True
q_002991,5494,8106,B,B,True
q_002992,3799,2453,A,B,False
q_002993,3333,10879,A,B,False
q_002995,5414,8019,A,A,True
q_002996,5813,3832,A,B,False
q_002997,1211,4417,A,A,True
q_002998,5527,11191,A,A,True
q_002999,8419,8983,B,A,False
q_003000,11676,9886,A,B,False
q_003001,8537,10536,B,B,True
q_003002,7863,11815,B,B,True
q_003003,12206,3905,A,A,True
q_003004,8310,8957,B,B,True
q_003005,4713,7197,B,B,True
q_003006,7612,11737,A,A,True
q_003007,5401,2949,A,B,False
q_003008,326,7994,B,B,True
q_003009,1620,10319,A,A,True
q_003010,2226,4693,B,B,True
q_003011,8432,6426,A,B,False
q_003012,580,1863,B,A,False
q_003013,1704,9359,A,A,True
q_003014,5045,6224,B,B,True
q_003015,5841,9936,B,A,False
q_003016,5393,6765,A,B,False
q_003017,2738,3453,B,B,True
q_003018,7598,3614,A,A,True
q_003019,10400,9469,B,A,False
q_003020,4442,5505,B,A,False
q_003021,1667,4683,A,A,True
q_003022,4915,9828,A,B,False
q_003023,2523,4687,B,B,True
q_003024,4532,4752,A,B,False
q_003025,7965,9537,A,A,True
q_003026,1441,4160,B,B,True
q_003027,6483,9495,B,B,True
q_003028,8446,2854,A,A,True
q_003029,2554,11368,B,B,True
q_003030,1631,9307,B,B,True
q_003031,3463,10805,B,B,True
q_003032,3774,7156,A,A,True
q_003033,1407,4321,A,A,True
q_003034,7494,1267,A,A,True
q_003035,1306,12148,A,B,False
q_003036,580,10196,B,B,True
q_003037,1962,5286,A,A,True
q_003038,3592,12303,A,A,True
q_003039,2511,7293,A,A,True
q_003040,7351,5021,A,B,False
q_003041,3701,7750,A,A,True
q_003042,4168,10939,B,B,True
q_003043,6726,10617,B,B,True
q_003044,307,2402,B,B,True
q_003045,6879,11217,A,A,True
q_003046,6945,9246,A,A,True
q_003047,2842,9664,B,A,False
q_003048,2153,12389,A,B,False
q_003049,3324,8998,A,A,True
q_003050,10595,10625,B,A,False
q_003051,2226,1281,A,A,True
q_003052,7647,9546,B,B,True
q_003053,4544,9351,B,B,True
q_003054,6405,10007,A,A,True
q_003055,1346,6079,A,A,True
q_003056,1575,10193,A,A,True
q_003057,1873,7698,A,A,True
q_003058,4944,10960,B,A,False
q_003059,3474,7586,A,B,False
q_003060,3155,1281,A,A,True
q_003061,3917,9981,A,A,True
q_003062,4860,5835,B,B,True
q_003063,949,1617,A,B,False
q_003064,4675,8985,B,A,False
q_003065,2578,6991,B,A,False
q_003066,12534,10537,A,B,False
q_003068,1894,1348,B,B,True
q_003069,889,7271,A,B,False
q_003070,89,5372,A,A,True
q_003071,6113,5816,A,A,True
q_003072,1981,3052,B,B,True
q_003073,9500,9939,A,B,False
q_003074,916,7390,A,A,True
q_003075,11467,9504,A,A,True
q_003076,1385,2937,A,B,False
q_003077,3342,10356,B,B,True
q_003078,2618,11254,B,B,True
q_003079,5696,11454,A,A,True
q_003080,1220,5583,B,B,True
q_003081,1381,10426,A,A,True
q_003082,3517,10844,A,B,False
q_003083,3059,12423,B,A,False
q_003084,4315,6210,B,A,False
q_003085,2095,4585,B,B,True
q_003086,2308,1940,A,A,True
q_003087,2241,3383,B,B,True
q_003088,2939,8709,A,A,True
q_003089,1228,5940,B,B,True
q_003090,8151,4362,A,A,True
q_003091,4982,10212,A,B,False
q_003092,1825,9137,B,B,True
q_003093,3061,12506,B,B,True
q_003094,12547,11561,B,A,False
q_003095,3773,9552,B,A,False
q_003096,1425,2220,A,A,True
q_003097,4137,3987,A,B,False
q_003098,2332,3282,B,B,True
q_003099,3544,3466,B,A,False
q_003100,11752,4644,B,B,True
q_003101,1967,1663,A,B,False
q_003102,4028,183,A,A,True
q_003103,5576,10005,A,A,True
q_003104,731,8907,A,A,True
q_003105,772,3849,A,A,True
q_003106,3835,10933,A,A,True
q_003107,12297,4692,A,B,False
q_003108,10666,11445,A,A,True
q_003109,11782,2998,A,A,True
q_003110,6853,10978,B,B,True
q_003111,1505,9697,B,A,False
q_003112,5095,750,A,A,True
q_003113,6728,11816,B,A,False
q_003114,2117,4638,B,B,True
q_003115,12616,6327,B,B,True
q_003116,7663,7986,A,A,True
q_003117,8171,10833,A,A,True
q_003118,3286,300,A,B,False
q_003119,9087,11018,A,B,False
q_003120,1346,7924,A,B,False
q_003121,285,12693,A,A,True
q_003122,8140,5991,A,B,False
q_003123,869,7796,B,A,False
q_003124,5604,3509,A,B,False
q_003125,11305,10089,A,A,True
q_003126,6324,10576,A,A,True
q_003127,4783,11545,A,B,False
q_003128,6407,3691,A,B,False
q_003129,8494,10056,A,A,True
q_003130,4558,12128,B,A,False
q_003131,5857,9392,A,B,False
q_003132,4560,9660,A,B,False
q_003133,1031,5365,B,B,True
q_003134,1310,9028,B,B,True
q_003135,1822,200,A,A,True
q_003136,7379,3407,A,A,True
q_003137,6063,4914,A,B,False
q_003138,12581,5955,A,B,False
q_003139,6281,11067,B,B,True
q_003140,1436,6251,A,A,True
q_003141,4206,5176,B,B,True
q_003142,716,5735,B,A,False
q_003143,796,7219,B,B,True
q_003144,4762,9701,B,B,True
q_003145,7016,12187,A,A,True
q_003146,2352,8164,B,A,False
q_003147,10630,8649,B,B,True
q_003148,12573,4989,A,B,False
q_003149,1381,6872,B,B,True
q_003150,9059,11045,A,B,False
q_003151,2861,10535,B,B,True
q_003152,2500,10523,A,A,True
q_003153,5224,10076,B,B,True
q_003154,618,873,A,A,True
q_003155,12517,10773,B,A,False
q_003156,12630,9791,B,A,False
q_003157,12641,10896,B,B,True
q_003158,6064,8487,B,A,False
q_003159,3564,11091,A,B,False
q_003160,2218,1506,A,A,True
q_003161,4715,11307,B,A,False
q_003162,2037,4249,B,B,True
q_003163,3994,3503,A,A,True
q_003164,1629,12075,B,B,True
q_003165,5104,8378,B,B,True
q_003166,2834,9517,A,A,True
q_003167,3406,8124,A,B,False
q_003168,8959,10447,B,B,True
q_003170,7992,12029,A,A,True
q_003171,12273,11928,B,A,False
q_003172,5491,5487,A,A,True
q_003173,4378,6001,B,A,False
q_003174,2758,12637,B,B,True
q_003175,7077,9958,A,A,True
q_003176,11830,7810,A,B,False
q_003177,3764,8362,A,B,False
q_003178,2555,2737,A,B,False
q_003179,2157,6584,A,B,False
q_003180,2840,10096,B,B,True
q_003181,535,2480,A,B,False
q_003182,7500,9488,A,A,True
q_003183,737,8355,B,B,True
q_003184,6820,7998,B,B,True
q_003185,8165,12062,A,A,True
q_003186,9727,11383,A,A,True
q_003187,1587,5119,A,B,False
q_003188,755,7251,B,B,True
q_003189,10598,10113,A,A,True
q_003190,39,10444,A,A,True
q_003191,5934,8657,B,B,True
q_003192,12673,8526,A,B,False
q_003193,2438,4118,B,B,True
q_003194,5599,9401,B,A,False
q_003195,2229,10469,B,B,True
q_003196,2867,5582,B,B,True
q_003197,4362,10317,A,A,True
q_003198,7061,12441,A,A,True
q_003199,7902,3363,A,A,True
q_003200,11706,12325,A,A,True
q_003201,7852,11604,A,B,False
q_003202,2355,9776,B,A,False
q_003203,671,1780,B,A,False
q_003204,12292,3804,B,A,False
q_003205,5373,8611,A,B,False
q_003206,2560,12698,A,A,True
q_003207,2830,10349,A,A,True
q_003208,1348,5340,A,A,True
q_003209,2536,2989,B,B,True
q_003210,12203,9914,A,B,False
q_003211,3509,8322,A,A,True
q_003212,4348,7622,B,A,False
q_003213,144,12256,B,B,True
q_003214,8543,7136,A,A,True
q_003215,3362,12314,A,A,True
q_003216,67,11731,A,A,True
q_003217,5024,5463,B,B,True
q_003218,7628,12529,A,A,True
q_003219,5496,3796,A,A,True
q_003220,11290,8889,A,A,True
q_003221,3215,11689,B,A,False
q_003222,2835,9855,B,A,False
q_003223,6184,9857,A,B,False
q_003224,3002,7730,A,B,False
q_003225,7806,9807,A,B,False
q_003226,3721,7355,A,A,True
q_003227,4807,8842,B,B,True
q_003228,12471,9376,B,A,False
q_003229,11072,10611,B,A,False
q_003230,2315,10686,A,A,True
q_003231,2707,1649,A,B,False
q_003232,8597,10351,A,A,True
q_003233,54,1038,A,B,False
q_003234,7268,5085,A,B,False
q_003235,12627,7257,A,B,False
q_003236,4619,5694,A,B,False
q_003237,112,12631,A,A,True
q_003238,12393,11219,B,B,True
q_003239,490,8999,A,B,False
q_003240,2653,4201,B,A,False
q_003241,7765,2643,A,B,False
q_003242,7780,11404,A,B,False
q_003243,6593,7021,A,A,True
q_003244,12210,9261,A,A,True
q_003245,9985,10291,A,B,False
q_003246,3291,9754,A,B,False
q_003247,1132,12611,B,A,False
q_003248,1783,12230,B,B,True
q_003249,596,5022,A,A,True
q_003250,3776,4299,A,B,False
q_003251,7809,9493,A,A,True
q_003252,1985,11160,B,A,False
q_003253,4721,9108,B,A,False
q_003254,3006,7294,A,B,False
q_003255,2399,3887,A,A,True
q_003256,1228,2196,A,A,True
q_003257,2484,11345,A,A,True
q_003258,6767,7171,A,A,True
q_003259,5807,5210,A,A,True
q_003260,5531,12452,A,A,True
q_003261,2090,6092,B,A,False
q_003262,3227,9416,B,A,False
q_003263,10856,10950,A,A,True
q_003264,6689,3613,A,B,False
q_003265,8161,11981,B,B,True
q_003266,10900,9384,B,A,False
q_003267,1265,8773,B,A,False
q_003268,1706,5816,A,A,True
q_003269,12490,9551,B,A,False
q_003270,2094,6221,B,B,True
q_003271,2732,5233,B,B,True
q_003273,85,5125,B,A,False
q_003274,2265,3089,A,B,False
q_003275,3311,11732,B,B,True
q_003276,909,3835,A,A,True
q_003277,3124,10862,A,A,True
q_003278,12618,6463,B,B,True
q_003279,1794,9273,B,B,True
q_003280,1105,1058,A,B,False
q_003281,1660,9588,B,B,True
q_003282,3983,12319,B,B,True
q_003283,1243,9391,A,A,True
q_003284,629,5261,A,A,True
q_003285,5949,5163,A,A,True
q_003286,5687,1665,A,A,True
q_003287,2548,1887,B,A,False
q_003288,745,2208,B,B,True
q_003289,2355,2922,B,A,False
q_003291,5894,10096,A,A,True
q_003292,3024,11647,B,A,False
q_003293,3677,7920,B,A,False
q_003294,2442,9638,B,A,False
q_003295,10115,9669,B,A,False
q_003296,2690,11151,B,B,True
q_003297,1243,11532,B,B,True
q_003298,6847,12669,B,B,True
q_003299,5821,10199,B,A,False
q_003300,8087,6899,B,B,True
q_003301,3380,10128,B,B,True
q_003302,7642,6274,A,A,True
q_003303,3377,3483,B,A,False
q_003304,241,1507,A,A,True
q_003305,2150,3236,A,A,True
q_003306,1072,3502,A,B,False
q_003307,1716,4851,B,A,False
q_003308,299,9897,B,B,True
q_003309,4235,11993,A,A,True
q_003310,6524,7590,A,B,False
q_003311,2357,5109,B,A,False
q_003312,7501,11816,B,B,True
q_003313,2855,12121,A,B,False
q_003314,4007,5119,A,B,False
q_003315,6138,10758,A,A,True
q_003316,12236,8031,A,B,False
q_003317,7727,5072,B,A,False
q_003318,5072,3250,B,B,True
q_003319,446,1539,A,B,False
q_003320,1081,11909,B,B,True
q_003321,2058,7752,A,A,True
q_003322,724,9995,B,B,True
q_003323,8123,7056,B,B,True
q_003324,12306,5508,A,B,False
q_003325,11841,9948,B,A,False
q_003326,2043,2487,A,B,False
q_003327,2680,5239,A,A,True
q_003328,4990,12534,A,A,True
q_003329,11656,9937,B,A,False
q_003330,7805,7116,B,B,True
q_003331,3865,10813,A,B,False
q_003332,3153,9693,B,B,True
q_003333,7357,10779,A,A,True
q_003334,921,6657,B,B,True
q_003335,2892,11778,A,A,True
q_003336,6645,4795,B,B,True
q_003337,7943,642,A,A,True
q_003338,554,10905,B,B,True
q_003339,11021,9036,A,B,False
q_003340,6880,6953,A,B,False
q_003341,3885,11130,A,B,False
q_003342,1258,4230,A,B,False
q_003343,7865,11758,A,A,True
q_003344,6832,7315,A,A,True
q_003345,2646,9656,A,B,False
q_003346,2038,7657,A,B,False
q_003347,2488,1630,A,B,False
q_003348,1547,3837,A,A,True
q_003349,6994,9921,B,B,True
q_003350,2021,11032,B,B,True
q_003351,12650,11924,A,A,True
q_003352,1346,8618,B,B,True
q_003353,6228,9255,A,B,False
q_003354,7793,12392,B,B,True
q_003355,4204,5606,A,A,True
q_003356,721,3111,B,A,False
q_003357,6826,11139,A,A,True
q_003358,2380,10515,A,A,True
q_003359,819,6702,A,A,True
